"page_key","level2","file_path","url_path","title","description","why_interesting","rank","use_count"
"CompaniesOrgs_Entity_Index","Companies_Organizations","Companies_Organizations/overview.mdx","/Companies_Organizations/overview","Companies & Organizations","Master index of every company, LLC, non-profit, U.S. agency, and foreign intelligence body profiled in the investigation.","Lists explosives maker Accurate Energetic Systems under the exploding-mic theory alongside Mossad, the CIA, and a web of TPUSA-linked LLCs including aviation entity LASAI Aviation II, operator of N1098L (Claims).","1","5"
"ConsciousCtl_CIA_DARPA_DEW","Consciousness_Control","Consciousness_Control/cia-darpa-havana-mind-control.mdx","/Consciousness_Control/cia-darpa-havana-mind-control","CIA, DARPA and DEW Mind Control","Separates documented patents, an Air Force volume and DARPA programs from the assertions layered on top in a July 2026 compilation.","A genuine 1994 Air Force ""New World Vistas"" passage describes pulsed electromagnetic energy to ""control emotions and thus actions"" and ""transmit suggestions""; researcher Nick Begich says such weapons leave ""no entry or exit wound.""","1","4"
"ConsciousCtl_Havana_Syndrome","Consciousness_Control","Consciousness_Control/havana-syndrome.mdx","/Consciousness_Control/havana-syndrome","Havana Syndrome","Anomalous Health Incidents, the contradictory 2020 and 2023 official findings, Pentagon device testing, and July 2026 whistleblower claims.","The 2020 National Academies named pulsed RF the most plausible mechanism, yet a 2023 seven-agency review called foreign attack ""very unlikely"" — while CBS reported in January 2026 the Pentagon had been testing such a device for over a year.","2","5"
"ConsciousCtl_Directed_Energy","Consciousness_Control","Consciousness_Control/directed-energy-weapons.mdx","/Consciousness_Control/directed-energy-weapons","Directed Energy Weapons","Fielded lasers, high-power microwave, Active Denial and pulsed RF systems versus alleged behavior-control claims circulating about the case.","The Active Denial System already projects a 95 GHz beam to create sensation in a human at range, and the Frey microwave-hearing effect has been replicated physics since 1961 — the acknowledged floor is far above public assumption.","3","5"
"ConsciousCtl_Brain_To_Brain","Consciousness_Control","Consciousness_Control/brain-to-brain-communications.mdx","/Consciousness_Control/brain-to-brain-communications","Brain-to-Brain Communications","Published brain-to-brain interface experiments and their hard limits, against alleged operational intelligence systems named in whistleblower testimony.","Peer-reviewed brain-to-brain links are real: BrainNet (2018) moved a decision between three people at roughly 81% accuracy via EEG and TMS-induced phosphenes — though bandwidth was about one bit.","4","4"
"ConsciousCtl_Covert_Comms","Consciousness_Control","Consciousness_Control/covert-communications.mdx","/Consciousness_Control/covert-communications","Covert Communications","Conventional tradecraft for unattributable message-passing, and the competing implant/nanotech usage of the same phrase in whistleblower claims.","Ordinary tradecraft — dead drops, numbers stations, cut-outs, Discord — already produces the exact public appearance of a self-motivated lone shooter, with no exotic physics needed to hide a handler.","5","5"
"ConsciousCtl_Consciousness_Comm","Consciousness_Control","Consciousness_Control/communication-by-consciousness.mdx","/Consciousness_Control/communication-by-consciousness","Communication by Consciousness","Declassified Stargate-era remote viewing funding and why documented intelligence interest is not proof of any capability used at UVU.","U.S. intelligence funded remote viewing for 23 years under SCANATE, Grill Flame, Center Lane, Sun Streak and Stargate; the 1995 CIA-commissioned review split, with statistician Jessica Utts finding a significant effect.","8","4"
"ConsciousCtl_Section_Overview","Consciousness_Control","Consciousness_Control/overview.mdx","/Consciousness_Control/overview","Consciousness Control","Section entry page mapping technologies that touch perception and behavior, and the question of whether the accused acted alone.","States the section's core thesis outright: capabilities exist that can make a political shooter look like a lone ""crazy person,"" and public discourse often runs years ahead of declassification.","13","5"
"Court_Custody_Fake_Confession","court","court/mirandize/custody-timeline-fake-confession.mdx","/court/mirandize/custody-timeline-fake-confession","6:25 PM Custody & the Discord Confession","How the 6:25 PM Miranda timestamp on exhibit Bates 003996-R2 collides with the 7:57 PM Discord confession attributed to Tyler Robinson.","A defense filing quotes video exhibit Bates 003996-R2: Robinson Mirandized 6:25 PM Sept 11 and asking for counsel at 6:26 PM — 90 minutes before the ""It was me"" Discord messages he allegedly typed.","1","5"
"Court_Bodycam_GRAMA_None","court","court/mirandize/bodycam-grama-no-footage.mdx","/court/mirandize/bodycam-grama-no-footage","Missing Bodycam & the GRAMA 'No Footage' Admission","A public-records appeal in which Washington County reportedly stated no bodycam footage of Robinson's surrender exists at all.","At a GRAMA hearing with Scripps News, the county's representative reportedly said ""there was a search made for body cam footage and there was none"" — after lobby CCTV of the surrender had also reportedly gone missing.","2","5"
"Court_Coleman_Early_Turnin","court","court/mirandize/baron-coleman-early-turn-in.mdx","/court/mirandize/baron-coleman-early-turn-in","Baron Coleman: Early Turn-In & the Refused Surrender Video","Attorney Baron Coleman's argument that Robinson surrendered in the early afternoon and that surrender video was refused to a news outlet.","Coleman says he has heard Robinson turned himself in ""as early as three p.m."" — and that when a news organization requested the surrender footage, Washington County reportedly refused to provide it.","3","5"
"Court_Mirandize_Hub","court","court/mirandize/overview.mdx","/court/mirandize/mirandize-overview","Mirandizing — Court Evidence","Hub for the custody-timing dispute: when Robinson was taken into custody and when his phone was seized.","Washington County protocol seizes a suspect's phone at Mirandizing; if that happened at 6:25 PM, the record that would settle authorship of the confession — unedited custody video and phone-seizure logs — is precisely what has not been released.","4","5"
"Court_Ballistics_ATF_Inconclusive","court","court/ballistics-atf-cbla.mdx","/court/ballistics-atf-cbla","Ballistics — ATF Inconclusive & CBLA","The ATF laboratory comparison of the autopsy bullet jacket fragment to the seized Mauser rifle and its inconclusive result.","The ATF report on autopsy Exhibit 6A could neither identify nor exclude the seized Mauser 98 — the rifling was consistent with ""numerous makes and models,"" leaving no bullet-to-rifle link at all.","5","5"
"Court_Cellebrite_Israeli_Firm","court","court/Cellebrite.mdx","/court/Cellebrite","Cellebrite — Israeli Forensics Firm","The Israeli digital-forensics company named in sworn testimony as the tool used to extract Lance Twiggs' phone data.","Courtroom testimony reportedly confirmed an Israeli company, Cellebrite, produced the phone forensics in a U.S. capital case in which commentators treat Israeli involvement as an open investigative question.","6","5"
"Court_Phone_Extraction_Contradiction","court","court/Phone_Extraction.mdx","/court/Phone_Extraction","Forensic Phone Extraction","Testimony describing a completed Cellebrite extraction of Twiggs' phone, against the prosecution's filed position on forensic extractions.","A prosecution filing reportedly said the state ""does not intend to offer evidence obtained through forensic extractions"" — then an agent testified in open court to reviewing exactly such an extraction.","7","5"
"Court_Prelim_Day_4","court","court/Preliminary_Hearing/Day_4.mdx","/court/Preliminary_Hearing/Day_4","Preliminary Hearing — Day 4","Full transcript: the Twiggs immunized interview, the confession texts, rifle recovery, and ATF ballistics testimony.","Verbatim transcript of the day the defense's own ATF examiner testified the autopsy bullet jacket could not be matched to the recovered rifle — in the same session the ""confession"" texts were read aloud.","8","5"
"Court_Discord_Evidence","court","court/discord-evidence-court.mdx","/court/discord-evidence-court","Discord Evidence in Court","The Discord messages attributed to Robinson and the custody-timing questions about who could have typed them.","A government document reportedly logs 8:04 PM sheriff-to-sheriff calls and a 10:00 PM booking-sheet arrest time, while the police database records 4:00 AM Sept 12 — three different arrest times in one record set.","9","5"
"Court_Prelim_Day_1","court","court/Preliminary_Hearing/Day_1.mdx","/court/Preliminary_Hearing/Day_1","Preliminary Hearing — Day 1 (July 2026)","Full color-coded transcript of day one: rooftop testimony from Officer Bagley and Agent Hull on surveillance and autopsy.","A 5,300-line verbatim transcript in which the judge turns off counsel microphones for security and the officer who found the ""sniper pad"" says his body camera stopped recording as he arrived.","10","5"
"Court_Testimony_Overview","court","court/testimony.mdx","/court/testimony","Testimony","What witnesses said under oath at the 2026 preliminary hearing, what is contested, and where the record has gaps.","No video exists of the rooftop scene at all — the record of the disturbed gravel and the red-and-black screwdriver rests on one officer's recollection months later, with a badge-carrier beside him whose name he never obtained.","11","5"
"Court_Discovery_Brady","court","court/discovery-brady-disputes.mdx","/court/discovery-brady-disputes","Discovery & Brady Disputes","FBI and ATF materials the defense says were withheld, plus the reported 600,000-file production.","Citizen investigators allege the state ""drowned"" the defense in roughly 600,000 files while ballistics scans, DNA mixture data and chain-of-custody logs held since September 2025 reportedly stayed unproduced.","12","5"
"Court_Twiggs_Phone","court","court/Twiggs_Phone.mdx","/court/Twiggs_Phone","Lance Twiggs' Phone","The roommate's device that produced the alleged Robinson–Twiggs texts, and the authentication questions around it.","The confession-style texts came off a third party's phone, not Robinson's — and were reportedly released as photographs of messages rather than the device data itself.","13","5"
"Court_Prelim_Day_2","court","court/Preliminary_Hearing/Day_2.mdx","/court/Preliminary_Hearing/Day_2","Preliminary Hearing — Day 2","Full transcript: Agent Hull's surveillance walk-through, Cellebrite extractions, and Michael Burt's chain-of-custody cross.","Verbatim record of the surveillance montage the state used to identify Robinson, cross-examined line by line on chain of custody by a capital defender who also handled the Menendez retrial.","14","5"
"Court_Judge_Tony_Graf","court","court/judge-tony-graf.mdx","/court/judge-tony-graf","Judge Tony F. Graf Jr.","The presiding judge's appointment timeline, gag order, closed hearings, and the contempt finding against a prosecutor.","Graf was sworn in weeks before the shooting and the case is reportedly his first on the bench — the same window in which Salt Lake City's FBI field office reportedly changed leadership, per attributed commentary.","15","5"
"Court_Gag_Orders_Sealing","court","court/gag-orders-sealing.mdx","/court/gag-orders-sealing","Gag Orders & Sealing","The December 2025 gag order, closed hearings, and the March 2026 fight over sealing the ATF report.","The judge reportedly issued a broad gag order on his own motion — neither side asked for it — and the defense then moved to seal a 4-page ATF report it simultaneously called exculpatory.","16","5"
"Court_Prelim_Day_3","court","court/Preliminary_Hearing/Day_3.mdx","/court/Preliminary_Hearing/Day_3","Preliminary Hearing — Day 3","Full transcript: Agent Davis on the surrender and booking, and the fight over broadcasting the Twiggs interview.","Verbatim record including testimony about a live .223 round found on a rooftop — a caliber unrelated to the .30-06 narrative — and an extended fight over whether the public could see the Twiggs video.","17","5"
"Court_Robinson_Devices","court","court/Robinson_Phone_Devices.mdx","/court/Robinson_Phone_Devices","Tyler Robinson's Phone & Devices","What is and is not established about the defendant's own seized electronics and extractions.","The public record on the defendant's own phone is thinner than for his roommate's — commentators called the screenshot-only exhibit presentation ""weird"" and no full extraction report has surfaced.","18","5"
"Court_Prelim_Day_5_Rests","court","court/Days_in_Court/2026-07-10-prelim-day-5.mdx","/court/Days_in_Court/2026-07-10-prelim-day-5","07/10/2026 — Preliminary Hearing Day 5","Final prelim day: ATF DNA statistics, the State resting, and the September 1 bind-over argument.","Under cross, the ATF DNA section chief reportedly conceded lab policy bars calling DNA infallible or zero-error-rate and that third-party transfer of DNA is possible.","19","5"
"Court_Grok_Miranda_Analysis","court","court/mirandize/grok-analysis.mdx","/court/mirandize/grok-analysis","Grok AI Analysis: Mirandizing Date","Hosted AI analysis PDF of the Bates 003996-R2 exhibit and the September 11 versus September 12 Miranda question.","Hosts the full analysis PDF arguing any Discord or text package timed after 6:25 PM Sept 11 must be authenticated against custody and phone-seizure records that have not been released.","20","5"
"Court_Sept11_Grok_Screenshot","court","court/mirandize/sept-11-grok-image.mdx","/court/mirandize/sept-11-grok-image","Image: Sept 11 Grok Screenshot — Bates 003996-R2 Analysis","Screenshot and OCR of an AI analysis identifying what the Bates 003996-R2 discovery exhibit is.","The OCR'd analysis states Robinson was already in custody, Mirandized and had invoked counsel hours before the official ""surrender"" narrative and before the Discord confession attributed to him.","21","4"
"Court_Mirandized_Sept11_Image","court","court/mirandize/mirandized-sept-11-image.mdx","/court/mirandize/mirandized-sept-11-image","Image: Mirandized Sept 11 — Bates 003996-R2 Reference","Screenshot with OCR documenting the Bates exhibit timestamp and the separate official arrest record.","The same records set logs two different events: a Miranda encounter the evening of September 11 and a formal arrest recorded at 4:00 AM September 12 — roughly ten hours apart.","22","5"
"Court_Ballard_Contempt","court","court/Days_in_Court/2026-06-ballard-contempt.mdx","/court/Days_in_Court/2026-06-ballard-contempt","06/2026 — Ballard Contempt","The civil contempt finding against a Utah County deputy attorney for pretrial publicity.","A sitting prosecutor was reportedly held in civil contempt for publicly talking up case strength after the inconclusive ATF report — and the state was ordered to pay defense fees.","23","6"
"Court_Jaxson_Fox_Informant","court","court/jaxson-fox-informant-order.mdx","/court/jaxson-fox-informant-order","Jaxson Fox — Informant Transport Order","A transport order for an inmate held in the same jail as Robinson, and the jailhouse-informant theories around it.","Judge Graf reportedly ordered the transport of an inmate facing unrelated child-related charges who is housed in Robinson's jail; commentators infer an informant role, which is their theory, not a court finding.","24","5"
"Court_Investigative_Hold_Counter","court","court/mirandize/investigative-hold-counterpoint.mdx","/court/mirandize/investigative-hold-counterpoint","Counterpoint: The 24-Hour Investigative Hold","The strongest counterargument to the Miranda-timing claim, and why investigators say it misses the point.","Even granting that a 14.5-hour delay before formal Miranda is legal under an investigative hold, that rule answers whether the delay was lawful — not who physically typed the 7:57 PM confession.","25","5"
"Court_Seal_Motion_ATF","court","court/Days_in_Court/2026-03-10-seal-motion.mdx","/court/Days_in_Court/2026-03-10-seal-motion","03/10/2026 — Seal Motion / ATF Fight","The March 2026 sealing fight over the inconclusive ATF ballistics report and the media coalition's opposition.","A media coalition argued the obvious: if the defense calls the ATF material exculpatory, why seal it? The report was later unsealed and remained inconclusive while the capital prosecution continued.","26","4"
"Court_Prelim_Day_2_Summary","court","court/Days_in_Court/2026-07-07-prelim-day-2.mdx","/court/Days_in_Court/2026-07-07-prelim-day-2","07/07/2026 — Preliminary Hearing Day 2","Day two summary: surveillance walk-through, rifle in a towel, and the FBI DNA examiner called by the defense.","Testimony reportedly acknowledged the crime scene was paved over — with the case agent saying he learned of it via news — and described an unfired round on another roof attributed to an officer's rifle.","27","5"
"Court_Utah_County_Jail","court","court/utah-county-jail-custody.mdx","/court/utah-county-jail-custody","Utah County Jail & Custody","Booking, restricted housing, and the arrest-time discrepancy between the booking sheet and the police database.","The inmate booking sheet reportedly lists a 10:00 PM September 11 arrest while the police database records 04:00 September 12 — a six-hour discrepancy on the same booking number 460956.","28","5"
"Court_Prelim_Day_4_Summary","court","court/Days_in_Court/2026-07-09-prelim-day-4.mdx","/court/Days_in_Court/2026-07-09-prelim-day-4","07/09/2026 — Preliminary Hearing Day 4","Day four summary: the Twiggs recorded interview, the confession texts and note, rifle recovery, and inconclusive ballistics.","The defense, not the prosecution, called the ATF examiner who testified the autopsy jacket fragment could not be identified or excluded as coming from the seized rifle.","29","5"
"Court_Witness_Stand_Roster","court","court/people-on-witness-stand.mdx","/court/people-on-witness-stand","People on Witness Stand","Complete roster of live sworn witnesses, Rule 1102 recordings, and statements admitted through agents.","Exactly seven people took the live stand — and the only FBI witness of the entire week was called by the defense, not the prosecution. An unidentified badge-carrier on the roof never testified.","30","5"
"Court_Prosecution_Team","court","court/prosecution-team.mdx","/court/prosecution-team","Prosecution Team — Utah County","The Utah County Attorney's Office roster, its evidence theory, and the contempt ruling against one deputy.","The same office that produced the Bates 003996-R2 Miranda exhibit is reported to be moving the autopsy fragment to FBI Virtual Comparison Microscopy after ATF returned inconclusive.","31","5"
"Court_Prelim_Motions","court","court/preliminary-hearing-motions.mdx","/court/preliminary-hearing-motions","Preliminary Hearing & Motions","Scheduling, delay motions, camera fights, and roommate-testimony disputes ahead of the July 2026 hearing.","A prosecution filing reportedly indicated it might not offer full forensic extractions from seized electronics at the preliminary hearing — the same category of evidence testimony later relied on.","32","5"
"Court_Prelim_Day_1_Summary","court","court/Days_in_Court/2026-07-06-prelim-day-1.mdx","/court/Days_in_Court/2026-07-06-prelim-day-1","07/06/2026 — Preliminary Hearing Day 1","Day one summary: rooftop testimony, the body-cam gap, and the unidentified second badge-carrier.","The officer who reached the roof at 12:44 p.m. reportedly found an empty pistol holster in the grass, and his body-worn camera stopped recording — with a second badge-carrier beside him never identified.","33","5"
"Court_Defense_Team","court","court/defense-team.mdx","/court/defense-team","Defense Team — Tyler Robinson","Lead counsel Kathryn Nester and co-counsel, their filings, and the projected cost of the capital defense.","Co-counsel includes the editor of California's Death Penalty Defense Manual and Menendez retrial counsel; research notes project $750,000+ for defense alone and roughly $1.3 million total.","34","5"
"Court_PC_Affidavit","court","court/mirandize/probable-cause-affidavit.mdx","/court/mirandize/probable-cause-affidavit","Probable Cause Affidavit (Police Booking)","The full police probable-cause affidavit PDF and how its custody language is read against the Miranda timeline.","The affidavit's ""early morning hours of September 12"" language describes a later Utah County encounter after a multi-hour drive — not the 6:25 PM September 11 Miranda reading in the video exhibit.","35","5"
"Court_Prelim_Day_3_Summary","court","court/Days_in_Court/2026-07-08-prelim-day-3.mdx","/court/Days_in_Court/2026-07-08-prelim-day-3","07/08/2026 — Preliminary Hearing Day 3","Day three summary: surrender and booking testimony plus the fight over publishing the Twiggs interview.","Testimony reportedly covered a rooftop .223 round and a family friend's handwritten Rule 1102 statement, while the parties argued under Estes v. Texas over broadcasting the roommate's recorded interview.","36","5"
"Court_Gag_Order_Day","court","court/Days_in_Court/2025-12-16-gag-order.mdx","/court/Days_in_Court/2025-12-16-gag-order","12/16/2025 — Gag Order","The day the court restricted public commentary by every participant in the case.","The gag order was reportedly entered on the court's own motion — the legal hinge after which lawyers, witnesses and staff could no longer speak publicly about the assassination prosecution.","37","5"
"Court_Camera_Access_Motions","court","court/Days_in_Court/2026-05-08-camera-access.mdx","/court/Days_in_Court/2026-05-08-camera-access","05/08/2026 — Camera Access Motions","The May 2026 fight over courtroom cameras that shaped what the public could see of the July hearing.","This is why the public's view of the prelim is pool clips and partial exhibits rather than a complete video archive — the camera presence was highly managed with day-of fights over each exhibit.","38","5"
"Court_Judge_Lunnen_Vacancy","court","court/judge-robert-lunnen.mdx","/court/judge-robert-lunnen","Judge Robert Lunnen — Prior Bench Vacancy","The retirement that created the vacancy filled just before the capital case landed on the docket.","Lunnen left the bench August 1, 2025 — weeks before the shooting; unverified Google Trends claims allege searches for his name from Israeli IPs on May 15, 2025, before the assassination.","39","5"
"Court_Case_Overview","court","court/case-overview.mdx","/court/case-overview","Case Overview — State v. Robinson","Caption, charges, custody, and pretrial posture in Case No. 251403576.","The baseline reference: capital aggravated-murder charges, no bail, booking #460956, and a defense whose central attack is the inconclusive ATF comparison on the autopsy bullet fragment.","40","5"
"CoverUp_FBI_Delete_Video","CoverUp","CoverUp/FBI_Asked_Delete_Video.mdx","/CoverUp/FBI_Asked_Delete_Video","FBI Asked a Witness to Delete Their Video (Claims)","Witness Ryne Simmons says he sent close-up shooting video to the FBI and was then told to delete it.","Simmons reportedly says the FBI told him to erase his close-up footage ""to avoid PTSD"" and phoned back to confirm he had. The FBI has not publicly confirmed this account.","1","5"
"CoverUp_Dirt_Removed","CoverUp","CoverUp/Dirt_Removed.mdx","/CoverUp/Dirt_Removed","10 in. of dirt removed","Claim that roughly ten inches of soil was stripped from the UVU scene within about a day of the shooting.","Reportedly an unidentified team removed inches of soil before contractor Dan Merrell laid pavers under a claimed Governor/FBI ""by Monday"" deadline — a crime scene resurfaced within days.","2","5"
"CoverUp_Mic_Explosive","CoverUp","CoverUp/Mic_Explosive.mdx","/CoverUp/Mic_Explosive","The Exploding Microphone Theory (Claims)","The contested theory that an explosive at or in Kirk's microphone, not a rifle round, caused the fatal wound.","Citizen investigators argue the wound geometry fits a small charge at the mic rather than a distant .30-06 round, and say this possibility was never publicly tested.","3","5"
"CoverUp_Videos_Deleted_Remotely","CoverUp","CoverUp/Videos_Deleted_Remotely.mdx","/CoverUp/Videos_Deleted_Remotely","Witness Videos Deleted Remotely From Phones (Claims)","Attendees reportedly found their own shooting footage missing or altered on their phones before reaching home.","Multiple attendees reportedly say video they shot vanished or changed on their own phones the same day, with nobody in the household deleting it — an unverified but repeatedly told account.","4","5"
"CoverUp_Ballistics_Sealed","CoverUp","CoverUp/Ballistics_Sealed_CBLA.mdx","/CoverUp/Ballistics_Sealed_CBLA","Inconclusive Ballistics, Sealed Report, and a Banned Test Revived (Claims)","The ATF ballistics report reportedly could not match the recovered fragment to the seized rifle, and was sealed.","An ATF lab report dated September 17, 2025 reportedly could neither match nor exclude the Mauser; critics say the state then sought new methods, including CBLA, a test the FBI abandoned in 2005.","5","5"
"CoverUp_Rifle_After_Feds","CoverUp","CoverUp/Rifle_Found_After_Feds.mdx","/CoverUp/Rifle_Found_After_Feds","Rifle Found Only After a Federal Redirect (Claims)","The rifle reportedly surfaced only on a repeat search ordered by federal agents after earlier searches found nothing.","An arm-to-arm sweep and a K-9 pass reportedly found no gun; only after federal agents told junior local officers to re-search did a towel-wrapped rifle appear.","6","5"
"CoverUp_SUV_Destroyed","CoverUp","CoverUp/SUV_Destroyed.mdx","/CoverUp/SUV_Destroyed","Transport SUV Destroyed and Melted Down (Claims)","Claim that the SUV that carried Kirk to hospital was scrapped and melted before any independent forensic testing.","A primary forensic surface — blood-spatter geometry, tissue, possible device fragments — was reportedly ""chopped into a thousand pieces"" and melted down rather than preserved.","7","5"
"CoverUp_Rooftop_Video_Trimmed","CoverUp","CoverUp/Rooftop_Video_Trimmed.mdx","/CoverUp/Rooftop_Video_Trimmed","Rooftop-View Video Reportedly Trimmed and Withheld (Claims)","Critics say the released rooftop clip was cut to begin at 12:23:34 pm, after a runner was already sprinting.","The clip reportedly starts at 12:23:34 pm with the ""runner"" already 60 feet from the perch — timing critics argue makes the official rooftop shot impossible, with earlier seconds unreleased.","8","5"
"CoverUp_Forensic_Tests_Skipped","CoverUp","CoverUp/Forensic_Tests_Skipped.mdx","/CoverUp/Forensic_Tests_Skipped","Standard Forensic Tests Reportedly Skipped (Claims)","Basic forensic steps including gunshot-residue testing and bomb dogs were reportedly bypassed at the scene.","No gunshot-residue test on the accused despite a same-clothes manhunt claim, bomb-sniffing dogs reportedly kept away, and an EMS crew reportedly turned away — steps that would have detected an explosive.","9","5"
"CoverUp_Hospital_Footage_NDAs","CoverUp","CoverUp/Hospital_Footage_And_NDAs.mdx","/CoverUp/Hospital_Footage_And_NDAs","Hospital Footage Seized, ER Cleared, Staff NDAs (Claims)","Claims that FBI took Timpanogos hospital cameras, the ER was oddly empty, and staff signed NDAs.","Kirk was reportedly taken to Timpanogos (2.6 miles) rather than the larger Utah Valley Hospital; no footage from that day has surfaced and staff were reportedly made to sign NDAs.","10","5"
"CoverUp_CIA_Blocked","CoverUp","CoverUp/CIA_Blocked.mdx","/CoverUp/CIA_Blocked","CIA Reportedly Blocked From the Investigation (Claims)","Claim that FBI physically blocked CIA personnel from advancing the Charlie Kirk investigation.","Mike Glover said on the Mike Ritland Podcast (Ep. 270) that a high-level CIA official told him CIA agents were turned around at an airport and stopped from continuing their mission.","11","5"
"CoverUp_WhiteHouse_Halt_IC","CoverUp","CoverUp/WhiteHouse_Halt_IC.mdx","/CoverUp/WhiteHouse_Halt_IC","White House Escalation Halts Intelligence Leads (Claims)","Reported claims that foreign-nexus intelligence follow-up was escalated to a tense White House meeting and then stopped.","Per NYT and Daily Mail reporting cited here, intelligence work on foreign leads was reportedly blocked, escalated into a tense White House confrontation, and then ended without resolution.","12","5"
"CoverUp_Joe_Kent_Halt","CoverUp","CoverUp/Joe_Kent_Halt.mdx","/CoverUp/Joe_Kent_Halt","FBI Halt of Joe Kent's Counterterrorism Leads (Claims)","Claim that NCTC director Joe Kent's foreign-nexus counterterrorism review was directed to stop.","Kent, NCTC director under DNI Tulsi Gabbard, reportedly opened a review into possible foreign involvement or foreknowledge — and that review was reportedly halted before he could run out his leads.","13","5"
"CoverUp_Bagley_Bodycam_Gap","CoverUp","CoverUp/Bagley_Bodycam_Gap.mdx","/CoverUp/Bagley_Bodycam_Gap","Officer's Body Camera Died on the Roof (Claims)","UVU Officer Chris Bagley's only body-cam recording reportedly ended exactly as he reached the Losee Center roof.","His single 27:35 recording reportedly ended on the roof before crime-scene tape went up — battery ""must have died"" — so no footage exists of the alleged sniper's nest or the DNA-linked screwdriver.","14","5"
"CoverUp_Enhanced_Suspect_Photos","CoverUp","CoverUp/Enhanced_Suspect_Photos.mdx","/CoverUp/Enhanced_Suspect_Photos","FBI Admitted Enhancing the Suspect Photos (Claims)","Claim that FBI released digitally enhanced BOLO photos after the suspect was already in custody.","A second set of stairwell images was reportedly pushed out as a public BOLO after Robinson was already in custody, and critics say morning and afternoon photos appear to show different people.","15","5"
"CoverUp_Personnel_Swaps","CoverUp","CoverUp/Pre_Event_Personnel_Swaps.mdx","/CoverUp/Pre_Event_Personnel_Swaps","Key Officials Swapped in the Weeks Before the Event (Claims)","Judge, FBI field office head, and hospital CEO reportedly all changed in the weeks before September 10, 2025.","The presiding judge, the Salt Lake City FBI field-office head, and the treating hospital's CEO reportedly all took their posts in the weeks just before the shooting — the CEO reportedly joining surgery days later.","16","5"
"CoverUp_AES_Tennessee","CoverUp","CoverUp/AES_Tennessee_Explosion.mdx","/CoverUp/AES_Tennessee_Explosion","AES Tennessee Explosives Factory Explosion (Claims)","A Tennessee explosives plant blew up weeks after investigators tied a DoD munitions contract there to the case.","Accurate Energetic Systems in Humphreys County, Tennessee exploded October 10, 2025 — weeks after online investigators linked a Defense Department munitions contract there to the exploding-mic theory.","17","5"
"CoverUp_Autopsy_Sealed","CoverUp","CoverUp/Autopsy_Sealed_Examiner.mdx","/CoverUp/Autopsy_Sealed_Examiner","Autopsy Sealed and the Performing Examiner Kept Out of View (Claims)","The autopsy remains sealed and the pathologist who performed it has reportedly never been publicly named.","At the July 2026 preliminary hearing a DPS agent, not the pathologist, testified to the cause of death; the defense objected as hearsay because the examiner who did the autopsy was never called.","18","5"
"CoverUp_Utah_Autopsy_Law","CoverUp","CoverUp/Utah_Autopsy_Law.mdx","/CoverUp/Utah_Autopsy_Law","Utah Law Banning Public Sharing of Autopsy Photos and Video (Claims)","Utah S.B. 82 criminalized public sharing of non-public autopsy imagery four months before the assassination.","Utah S.B. 82 took effect May 7, 2025 — roughly four months before September 10 — making it a crime to publicly share non-public autopsy photographs and video.","19","5"
"CoverUp_Cellebrite_Contradiction","CoverUp","CoverUp/Cellebrite_Extraction_Contradiction.mdx","/CoverUp/Cellebrite_Extraction_Contradiction","Phone-Extraction Filing Contradicts Courtroom Testimony (Claims)","A prosecution filing disclaimed forensic-extraction evidence the state later relied on in court testimony.","The state's written filing reportedly said it did ""not intend to offer evidence obtained through forensic extractions"" — the same category as the publicly released message trail described later in testimony.","20","5"
"CoverUp_SD_Cards_Removed","CoverUp","CoverUp/SD_Cards_And_Cameras_Removed.mdx","/CoverUp/SD_Cards_And_Cameras_Removed","Cameras and SD Cards Removed From the Scene (Claims)","Event production staff, not police, reportedly pulled camera SD cards before any law-enforcement evidence seal.","TPUSA production staff reportedly secured or extracted recording media rather than preserving the scene, and Charlie Kirk's own microphone audio has reportedly never been released.","21","5"
"CoverUp_Witness_Interviews_Blocked","CoverUp","CoverUp/Witness_Interviews_Blocked.mdx","/CoverUp/Witness_Interviews_Blocked","Local Police Reportedly Told Not to Interview Witnesses (Claims)","Claim that local officers were directed not to interview witnesses and were diverted to a distant location.","Based on police-radio traffic, proponents allege officers were told to stand down from interviewing and tied up at a decoy site, so untainted first-hand witness statements never entered the record.","22","5"
"CoverUp_Black_Clad_Suspect","CoverUp","CoverUp/Black_Clad_Suspect_Dropped.mdx","/CoverUp/Black_Clad_Suspect_Dropped","Black-Clad Rooftop Suspect Dropped From the Narrative (Claims)","An early all-black-clad suspect in dispatch, eyewitness accounts, and rooftop footage reportedly disappeared from the case.","The day's earliest suspect description was a man dressed entirely in black, corroborated by an eyewitness and the only known rooftop footage — a lead that reportedly vanished once federal agents took over.","23","5"
"CoverUp_Therapy_Intimidation","CoverUp","CoverUp/Therapy_Intimidation.mdx","/CoverUp/Therapy_Intimidation","Free Trauma Counseling Used to Intimidate a Witness (Claims)","One witness's account that counseling offered exclusively to assassination witnesses became an intimidation session.","A UVU student who says he stood about 20 feet away reportedly accepted ""free trauma counseling"" advertised only to witnesses, and says the session turned into threats rather than therapy.","24","5"
