page_key,parent_key,level,level2_parent,level2_section,page_type,url_path,file_path,title,sidebar_label,directory,extension,has_frontmatter,line_count,description
Influencers_x_universehop00,Influencers,4,Influencers,Influencers,topic,/Influencers/x/universehop00,site/docs/Influencers/x/universehop00.mdx,universehop00 — Posts,universehop00,Influencers/x,mdx,yes,103,Compiled claims from @universehop00 — the anonymous account that posted alleged leaked aerial imagery from the N59906 survey flight over the UVU courtyard.
Influencers_x_uvu,Influencers,4,Influencers,Influencers,topic,/Influencers/x/uvu,site/docs/Influencers/x/uvu.mdx,UVU (Official) — X Posts,UVU (Official),Influencers/x,mdx,yes,71,"Documented public posts from @UVU, Utah Valley University's official X account — first shot-time claim, campus closure, FBI tip line, and the vigil announcement."
Influencers_x_vigilantfox,Influencers,4,Influencers,Influencers,topic,/Influencers/x/vigilantfox,site/docs/Influencers/x/vigilantfox.mdx,The Vigilant Fox — X Posts,Vigilant Fox,Influencers/x,mdx,yes,66,Compiled claims from @VigilantFox — the day-one neck-wound eyewitness clip and the Joe Kent Iran-war motive package.
Influencers_x_villgecrazylady,Influencers,4,Influencers,Influencers,topic,/Influencers/x/villgecrazylady,site/docs/Influencers/x/villgecrazylady.mdx,Villgecrazylady (Mel) — X Posts,Villgecrazylady,Influencers/x,mdx,yes,92,"Compiled claims from @Villgecrazylady (Mel) — the widely shared morning camera-chain map, the Wordle 11:28 timing seam, screwdriver discrepancy notes, and fear-text timelines."
Influencers_x_vluvmully,Influencers,4,Influencers,Influencers,topic,/Influencers/x/vluvmully,site/docs/Influencers/x/vluvmully.mdx,Vicki Donahue — X Posts,Vicki Donahue,Influencers/x,mdx,yes,74,"Compiled claims from @VLuvMully (Vicki Donahue) — the Bates 003996-R2 Miranda exhibit, the 6:25 PM custody timeline, booking records, and the missing surrender bodycam GRAMA response."
Influencers_x_weare_theelite,Influencers,4,Influencers,Influencers,topic,/Influencers/x/weare-theelite,site/docs/Influencers/x/weare-theelite.mdx,WeAre_TheElite — X Posts,WeAre_TheElite,Influencers/x,mdx,yes,99,"Compiled claims from @WeAre_TheElite — raw flight-log screenshots behind the five-plane Egyptian armada thread: SU-BTU, SU-BTV, SU-BGM and fleet Provo touch dates."
Influencers_x_wearenotgoingto,Influencers,4,Influencers,Influencers,topic,/Influencers/x/wearenotgoingto,site/docs/Influencers/x/wearenotgoingto.mdx,WeAreNotGoingToMars — X Posts,WeAreNotGoingToMars,Influencers/x,mdx,yes,78,"Compiled claims from @WeAreNotGoingToMars — the colour-keyed site map asserting three patsies, two shooters, and two distractions at the UVU venue."
Influencers_x_wendy7839570959,Influencers,4,Influencers,Influencers,topic,/Influencers/x/wendy7839570959,site/docs/Influencers/x/wendy7839570959.mdx,Wendy7839570959 — X Posts,Wendy7839570959,Influencers/x,mdx,yes,61,"Compiled claims from @Wendy7839570959 — the witness clip describing an FBI request to delete video, and the Western politicians will fall Iran-war clip."
Influencers_x_whokilledck,Influencers,4,Influencers,Influencers,topic,/Influencers/x/whokilledck,site/docs/Influencers/x/whokilledck.mdx,whokilledck — X Posts,whokilledck,Influencers/x,mdx,yes,64,"Compiled claims from @whokilledck — dispatch and scanner-audio narrations, including the Qureshi hospital-to-hospital hunt stretch."
Influencers_x_willdbuckley,Influencers,4,Influencers,Influencers,topic,/Influencers/x/willdbuckley,site/docs/Influencers/x/willdbuckley.mdx,Willdbuckley — X Posts,Willdbuckley,Influencers/x,mdx,yes,64,Compiled claims from @Willdbuckley — Losee rooftop witness recounts: the screwdriver and the distinct gravel impression with courtyard line-of-sight.
Influencers_x_wtshesaid72,Influencers,4,Influencers,Influencers,topic,/Influencers/x/wtshesaid72,site/docs/Influencers/x/wtshesaid72.mdx,wtshesaid72 — X Posts,wtshesaid72,Influencers/x,mdx,yes,69,"Compiled claims from @wtshesaid72 — author of the B-Field Resonant Cascade (BFRC) electromagnetic-kill hypothesis, and shirt-movement critiques of the mic-explosion theory."
Influencers_x_xrp4me33,Influencers,4,Influencers,Influencers,topic,/Influencers/x/xrp4me33,site/docs/Influencers/x/xrp4me33.mdx,TruthIsFreedom — X Posts,TruthIsFreedom,Influencers/x,mdx,yes,87,Compiled claims from @XRP4Me33 (TruthIsFreedom) — crowd-photo analyses: the maroon-shirt skateboard man stills and patsy-candidate identifications.
Influencers_x_zachcostello,Influencers,4,Influencers,Influencers,topic,/Influencers/x/zachcostello,site/docs/Influencers/x/zachcostello.mdx,ZachCostello_ — X Posts,ZachCostello_,Influencers/x,mdx,yes,71,"Compiled claims from @ZachCostello_ — Google Trends search-pattern advocacy, UVU false-custody alert screenshots, and paving/custody-timeline amplification."
Influencers_x_zeeemedia,Influencers,4,Influencers,Influencers,topic,/Influencers/x/zeeemedia,site/docs/Influencers/x/zeeemedia.mdx,Zeee Media — X Posts,Zeee Media,Influencers/x,mdx,yes,65,"Compiled claims from @zeeemedia — hearing reports that Agent Hull conceded the rooftop figure lacks identifiable features, and the enhanced-vs-HD footage complaint."
Influencers_x_zreikmiester,Influencers,4,Influencers,Influencers,topic,/Influencers/x/zreikmiester,site/docs/Influencers/x/zreikmiester.mdx,Ali Zreik — X Posts,Ali Zreik,Influencers/x,mdx,yes,69,Compiled claims from @ZREIKMIESTER (Ali Zreik) — the LiPO battery and PCB neck-path diagrams of the exploding-mic theory.
Laws,Home,2,,laws,overview,/laws/,site/docs/laws/README.md,Charlie Kirk Assassination — Forced Disclosure,Charlie Kirk Assassination — Forced Disclosure,laws,md,no,318,"Section hub for the four proposed federal disclosure laws — DoJ/FBI, U.S. Intelligence, Mandatory Investigation, Trusted Investigators — plus the court discovery list and the exploding-microphone disclosure items."
Law1_Human_Requirements,Law1_DoJ_FBI,5,Laws,laws,topic,/laws/DoJ_FBI/more/Human_Requirements,site/docs/laws/1_DoJ_FBI/more/Human_Requirements.md,Human Requirements: Law 1 - DoJ/FBI Forced Disclosure,Human Requirements: Law 1 - DoJ/FBI Forced Disclosure,laws/1_DoJ_FBI/more,md,no,235,"The plain-English requirements Law 1 must satisfy: every law enforcement agency releases all Charlie Kirk investigation files, autopsy material included, with no NDA or retaliation permitted against employees who disclose."
Law1_Notes,Law1_DoJ_FBI,5,Laws,laws,topic,/laws/DoJ_FBI/more/Notes_1_DoJ_FBI,site/docs/laws/1_DoJ_FBI/more/Notes_1_DoJ_FBI.md,Notes: Law 1 - DoJ/FBI Forced Disclosure,Notes: Law 1 - DoJ/FBI Forced Disclosure,laws/1_DoJ_FBI/more,md,no,225,"Legal research behind Law 1 — lessons drawn from Massie's Epstein Files Transparency Act (P.L. 119-38) and the 1992 JFK Records Act — plus pros, cons, sources, and enforcement strategy."
Law1_Output_Analysis,Law1_DoJ_FBI,5,Laws,laws,topic,/laws/DoJ_FBI/more/Output_Analysis,site/docs/laws/1_DoJ_FBI/more/Output_Analysis.md,Output Analysis: Law 1 - DoJ/FBI Forced Disclosure,Output Analysis: Law 1 - DoJ/FBI Forced Disclosure,laws/1_DoJ_FBI/more,md,no,219,"Point-by-point check that the drafted Law 1 text meets each human requirement, a comparison table against the earlier draft, and four anticipated DOJ objections with their mitigations."
Law2_US_Intel,Laws,4,Laws,laws,topic,/laws/US_Intel/Law_2_US_Intel,site/docs/laws/2_US_Intel/Law_2_US_Intel.md,Law 2: Charlie Kirk Investigation - Intelligence Services Disclosure Act,Law 2: Charlie Kirk Investigation - Intelligence Services Disclosure Act,laws/2_US_Intel,md,no,1475,"Full text of the Charlie Kirk Files Forced Disclosure Act — Intelligence Community, requiring CIA, NSA, DIA, NRO and every IC element to release findings within 30 days while protecting only active sources."
Law2_Human_Requirements,Law2_US_Intel,5,Laws,laws,topic,/laws/US_Intel/more/Human_Requirements,site/docs/laws/2_US_Intel/more/Human_Requirements.md,Human Requirements: Law 2 - US Intelligence Services Forced Disclosure,Human Requirements: Law 2 - US Intelligence Services Forced Disclosure,laws/2_US_Intel/more,md,no,194,"Requirements for Law 2: all U.S. intelligence services must release conclusions that could identify the killer, sources and methods protected but results disclosed, and obstruction of a disclosing employee made a crime."
Law2_Notes,Law2_US_Intel,5,Laws,laws,topic,/laws/US_Intel/more/Notes_2_US_Intel,site/docs/laws/2_US_Intel/more/Notes_2_US_Intel.md,Notes: Law 2 - US Intelligence Services Forced Disclosure,Notes: Law 2 - US Intelligence Services Forced Disclosure,laws/2_US_Intel/more,md,no,208,"Research behind Law 2 — JFK Act delays, Executive Order 13526 over-classification, and Epstein Act compliance failures — and why the intelligence community needs legislation separate from Law 1."
Law2_Output_Analysis,Law2_US_Intel,5,Laws,laws,topic,/laws/US_Intel/more/Output_Analysis,site/docs/laws/2_US_Intel/more/Output_Analysis.md,Output Analysis: Law 2 - US Intelligence Services Forced Disclosure,Output Analysis: Law 2 - US Intelligence Services Forced Disclosure,laws/2_US_Intel/more,md,no,217,"Requirement-by-requirement verification that Law 2's text delivers IC-wide disclosure, plus anticipated problems such as 'sources and methods' exploitation and records destruction, with the sections that answer each."
Law3_Human_Requirements,Law3_Require_Investigate,5,Laws,laws,topic,/laws/Require_to_Investigate/more/Human_Requirements,site/docs/laws/3_Require_to_Investigate/more/Human_Requirements.md,Human Requirements: Law 3 - Require Investigation,Human Requirements: Law 3 - Require Investigation,laws/3_Require_to_Investigate/more,md,no,201,"Requirements for Law 3: agencies must actually investigate rather than merely disclose files, retaliation against participating employees is barred, citing Joe Kent's halted NCTC review of foreign ties."
Law3_Notes,Law3_Require_Investigate,5,Laws,laws,topic,/laws/Require_to_Investigate/more/Notes_3_Require_to_Investigate,site/docs/laws/3_Require_to_Investigate/more/Notes_3_Require_to_Investigate.md,Notes: Law 3 - Require Investigation,Notes: Law 3 - Require Investigation,laws/3_Require_to_Investigate/more,md,no,205,"Research behind Law 3 — Special Counsel regulations, the Church Committee, and the Warren Commission versus HSCA contrast — and why 'good-faith investigation' must be defined to bar predetermined conclusions."
Law3_Output_Analysis,Law3_Require_Investigate,5,Laws,laws,topic,/laws/Require_to_Investigate/more/Output_Analysis,site/docs/laws/3_Require_to_Investigate/more/Output_Analysis.md,Output Analysis: Law 3 - Require Investigation,Output Analysis: Law 3 - Require Investigation,laws/3_Require_to_Investigate/more,md,no,211,"Verification that Law 3 obliges FBI, DNI, and intelligence investigations of every Schedule A lead, assessing the external monitor, the conflict-of-interest trigger, and the enforcement mechanics."
Law4_Trusted_Investigators,Laws,4,Laws,laws,topic,/laws/Trusted_Investigations/Law_4_Trusted_Investigations,site/docs/laws/4_Trusted_Investigations/Law_4_Trusted_Investigations.md,Law 4: Charlie Kirk Investigation - Trusted Investigators Act,Law 4: Charlie Kirk Investigation - Trusted Investigators Act,laws/4_Trusted_Investigations,md,no,1624,"Full text of the Charlie Kirk Trusted Investigators Act, embedding civilian-led teams under Candace Owens, Dave Smith, and Tucker Carlson inside the FBI and intelligence agencies with full access and public-release authority."
Law4_Human_Requirements,Law4_Trusted_Investigators,5,Laws,laws,topic,/laws/Trusted_Investigations/more/Human_Requirements,site/docs/laws/4_Trusted_Investigations/more/Human_Requirements.md,Human Requirements: Law 4 - Trusted Investigations,Human Requirements: Law 4 - Trusted Investigations,laws/4_Trusted_Investigations/more,md,no,200,"Requirements for Law 4: Candace Owens, Dave Smith, and Tucker Carlson each get an FBI team and an intelligence team they staff themselves, nothing may obstruct them, and findings may be published."
Law4_Notes,Law4_Trusted_Investigators,5,Laws,laws,topic,/laws/Trusted_Investigations/more/Notes_4_Trusted_Investigations,site/docs/laws/4_Trusted_Investigations/more/Notes_4_Trusted_Investigations.md,Notes: Law 4 - Trusted Investigations,Notes: Law 4 - Trusted Investigations,laws/4_Trusted_Investigations/more,md,no,211,"Research behind Law 4 — the Special Counsel framework, the 9/11 Commission's civilian commissioners, and congressional clearance powers — and how Schedule A becomes a mandatory investigation checklist."
Law4_Output_Analysis,Law4_Trusted_Investigators,5,Laws,laws,topic,/laws/Trusted_Investigations/more/Output_Analysis,site/docs/laws/4_Trusted_Investigations/more/Output_Analysis.md,Output Analysis: Law 4 - Trusted Investigations,Output Analysis: Law 4 - Trusted Investigations,laws/4_Trusted_Investigations/more,md,no,234,"Checks Law 4's text against each requirement — team selection, agency access, obstruction penalties, redaction limits, whistleblower channels — and lists the Appointments Clause and other anticipated problems."
Laws_Explain_Four_Laws,Laws,4,Laws,laws,overview,/laws/explain/all/overview,site/docs/laws/explain/all/overview.mdx,Four Laws to Force the Truth About Charlie Kirk,Launch: All Four Laws,laws/explain/all,mdx,yes,433,"Launch article introducing the four proposed federal laws modeled on the Epstein Files Transparency Act — designed to force disclosure, mandate investigation, and establish trusted oversight of the Charlie Kirk case."
Laws_SVG_Slide_Law1,Laws_Explain_Four_Laws,6,Laws,laws,topic,/laws/explain/all/laws_svg/needs,site/docs/laws/explain/all/4_laws_svg/needs.mdx,SVG Slide Requirements,SVG Slide Requirements,laws/explain/all/4_laws_svg,mdx,no,205,"Design spec for the Law 1 slide graphic — 16:9, solid colors, no gradients or imagery — titled 'Four Laws for Charlie Kirk Investigation' over 'Law #1: FBI & Law Enforcement Release Files'."
Laws_SVG_Slide_Law2,Laws_Explain_Four_Laws,6,Laws,laws,topic,/laws/explain/all/laws_svg/needs_law_2,site/docs/laws/explain/all/4_laws_svg/needs_law_2.mdx,SVG Slide Requirements — Law #2,SVG Slide Requirements — Law #2,laws/explain/all/4_laws_svg,mdx,no,236,"Design spec for the Law 2 slide graphic, reusing law_1.svg's navy, red and gold palette, gold number badge and three content blocks, captioned 'Law #2: Intelligence Services Release Files'."
Laws_SVG_Slide_Law3,Laws_Explain_Four_Laws,6,Laws,laws,topic,/laws/explain/all/laws_svg/needs_law_3,site/docs/laws/explain/all/4_laws_svg/needs_law_3.mdx,SVG Slide Requirements — Law #3,SVG Slide Requirements — Law #3,laws/explain/all/4_laws_svg,mdx,no,220,"Design spec for the Law 3 slide graphic, matching the law_1.svg frame and palette with a gold '3' badge, captioned 'Law #3: Mandate the Investigation'."
Laws_SVG_Slide_Law4,Laws_Explain_Four_Laws,6,Laws,laws,topic,/laws/explain/all/laws_svg/needs_law_4,site/docs/laws/explain/all/4_laws_svg/needs_law_4.mdx,SVG Slide Requirements — Law #4,SVG Slide Requirements — Law #4,laws/explain/all/4_laws_svg,mdx,no,223,"Design spec for the Law 4 slide graphic, matching the law_1.svg frame and palette with a gold '4' badge, captioned 'Law #4: Trusted Investigators'."
Laws_List_Of_Laws,Laws,4,Laws,laws,index,/laws/other/List_Of_Laws,site/docs/laws/other/List_Of_Laws.md,Charlie Kirk Files Forced Disclosure -- Summary of Four Proposed Federal Laws,Charlie Kirk Files Forced Disclosure -- Summary of Four Proposed Federal Laws,laws/other,md,no,233,"The project charter summarizing all four proposed laws — scope, covered agencies, and Schedule A item counts — dated March 10, 2026 and used as the yardstick for the compliance analyses."
Laws_Worries_Threat_Analysis,Laws,4,Laws,laws,topic,/laws/other/Worries_By_Each_4_Laws,site/docs/laws/other/Worries_By_Each_4_Laws.md,Charlie Kirk Files Forced Disclosure -- Threat Analysis & Recommended Fixes for All Four Laws,Charlie Kirk Files Forced Disclosure -- Threat Analysis & Recommended Fixes for All Four Laws,laws/other,md,no,479,"Adversarial threat model of every way agencies, courts, or Congress could evade the four laws — the claimed Israel exception, judicial suppression, delay, pre-passage destruction — each paired with a recommended statutory fix."
Laws_Factual_Challenges,Laws_List_Of_Laws,5,Laws,laws,topic,/laws/other/analysis/Challenges,site/docs/laws/other/analysis/Challenges.md,Factual Challenges — REMAINING UNFIXED ITEMS,Factual Challenges — REMAINING UNFIXED ITEMS,laws/other/analysis,md,no,201,"The one unresolved factual challenge raised against the laws — Schedule A's item count drifting between 175, 205, 207 and 208 across the four bills and the charter; the other nine moved to the Fixed page."
Laws_Attorney_Improvements,Laws_List_Of_Laws,5,Laws,laws,topic,/laws/other/analysis/Improve,site/docs/laws/other/analysis/Improve.md,Attorney Analysis: Improvements for the Four [Charlie Kirk](/People/charlie-kirk) Disclosure Laws,Attorney Analysis: Improvements for the Four [Charlie Kirk](/People/charlie-kirk) Disclosure Laws,laws/other/analysis,md,no,487,"Attorney recommendations to strengthen the four laws — harmonize Schedule A counts, cure Appointments Clause and appropriations risks, add exhumation authority, and fix section numbering and notice periods."
Laws_Charter_Noncompliance,Laws_List_Of_Laws,5,Laws,laws,topic,/laws/other/analysis/Laws_Not_Complying,site/docs/laws/other/analysis/Laws_Not_Complying.md,Laws Not Complying with Charter (List_Of_Laws.md) -- Comprehensive Analysis,Laws Not Complying with Charter (List_Of_Laws.md) -- Comprehensive Analysis,laws/other/analysis,md,no,652,"Where each drafted law diverges from the List_Of_Laws charter — item counts, budget-cut percentages, disclaimer placement — and gaps such as explosive residue testing, Stingray surveillance, and the Carbyne 911 system."
Laws_Fixed_Any_Problems,Laws_Analysis_Any_Problems,6,Laws,laws,topic,/laws/other/analysis/Fixed/Any_Problems,site/docs/laws/other/analysis/Fixed/Any_Problems.md,"Problems, Vulnerabilities, and Recommended Fixes — FIXED ITEMS","Problems, Vulnerabilities, and Recommended Fixes — FIXED ITEMS",laws/other/analysis/Fixed,md,no,270,"Problems from the attorney review verified as fixed in the current law text — unusable-format slow-rolling, the 'final output information' loophole, the sources-and-methods exception, foreign liaison records, and SAP/SCIF access."
Laws_Fixed_Items_Added,Laws_Additional_Disclosure_Items,6,Laws,laws,topic,/laws/other/analysis/Fixed/Any_more_to_Add,site/docs/laws/other/analysis/Fixed/Any_more_to_Add.md,Additional Disclosure Items to Consider (Beyond the 175) — ALL ADDED,Additional Disclosure Items to Consider (Beyond the 175) — ALL ADDED,laws/other/analysis/Fixed,md,no,369,"Confirms all 26 proposed items (#176-#201) were folded into Schedule A of all four laws — Tyler Robinson family statements, witness intimidation, security-detail ties, hospital records, TPUSA finances, and microphone evidence."
Laws_Fixed_Challenges,Laws_Factual_Challenges,6,Laws,laws,topic,/laws/other/analysis/Fixed/Challenges,site/docs/laws/other/analysis/Fixed/Challenges.md,Factual Challenges Analysis — FIXED ITEMS,Factual Challenges Analysis — FIXED ITEMS,laws/other/analysis/Fixed,md,no,224,"Nine of ten factual challenges resolved — mechanism of death, foreign aircraft, the AES factory explosion, rifle-planting claims, Lance Twiggs, Fort Huachuca, FBI evidence deletion — by conditional records-request framing."
Laws_Fixed_Improvements,Laws_Attorney_Improvements,6,Laws,laws,topic,/laws/other/analysis/Fixed/Improve,site/docs/laws/other/analysis/Fixed/Improve.md,Attorney Analysis: Improvements for Law 1 (DoJ/FBI Forced Disclosure Act) — FIXED ITEMS,Attorney Analysis: Improvements for Law 1 (DoJ/FBI Forced Disclosure Act) — FIXED ITEMS,laws/other/analysis/Fixed,md,no,384,"Ten Law 1 improvements verified as implemented — congressional findings, severability, no presidential override, special master, appropriations, a narrowed private right of action, and a defined review board."
Laws_Fixed_Charter_Items,Laws_Charter_Noncompliance,6,Laws,laws,topic,/laws/other/analysis/Fixed/Laws_Not_Complying,site/docs/laws/other/analysis/Fixed/Laws_Not_Complying.md,Laws Not Complying with Charter — FIXED / RESOLVED ITEMS,Laws Not Complying with Charter — FIXED / RESOLVED ITEMS,laws/other/analysis/Fixed,md,no,262,"Charter-compliance items now resolved across the four laws — Schedule A harmonized at 208 items, severability, congressional findings, special master, appropriations, and forensic audit enforcement."
Laws_Old_List_Of_Laws,Laws_List_Of_Laws,5,Laws,laws,index,/laws/other/old/List_Of_Laws,site/docs/laws/other/old/List_Of_Laws.md,Charlie Kirk Files Forced Disclosure -- Summary of Four Proposed Federal Laws,Charlie Kirk Files Forced Disclosure -- Summary of Four Proposed Federal Laws,laws/other/old,md,no,318,"Archived March 10, 2026 charter summarizing the four laws before revision, including the original cross-cutting attorney notes on numbering, severability, findings, special master, and appropriations gaps."
Old_Law1_Requirements,Laws_Old_Law1_DoJ_FBI,7,Laws,laws,topic,/laws/other/old/DoJ_FBI/more/Human_Requirements,site/docs/laws/other/old/1_DoJ_FBI/more/Human_Requirements.md,Human Requirements: Law 1 - DoJ/FBI Forced Disclosure,Human Requirements: Law 1 - DoJ/FBI Forced Disclosure,laws/other/old/1_DoJ_FBI/more,md,no,219,"Superseded draft of the plain-English requirements behind Law 1 — forcing DOJ, FBI, Treasury and IRS to release every Charlie Kirk investigative file, 302s, autopsy media and TPUSA records, with no NDA shield."
Old_Law1_Notes,Laws_Old_Law1_DoJ_FBI,7,Laws,laws,topic,/laws/other/old/DoJ_FBI/more/Notes_1_DoJ_FBI,site/docs/laws/other/old/1_DoJ_FBI/more/Notes_1_DoJ_FBI.md,Notes: Law 1 - DoJ/FBI Forced Disclosure,Notes: Law 1 - DoJ/FBI Forced Disclosure,laws/other/old/1_DoJ_FBI/more,md,no,218,"Older legal-research notes for Law 1: how Massie's Epstein Files Transparency Act and the 1992 JFK Records Act were both under-complied with, and the enforcement teeth this draft added in response."
Old_Law1_Analysis,Laws_Old_Law1_DoJ_FBI,7,Laws,laws,topic,/laws/other/old/DoJ_FBI/more/Output_Analysis,site/docs/laws/other/old/1_DoJ_FBI/more/Output_Analysis.md,Output Analysis: Law 1 - DoJ/FBI Forced Disclosure,Output Analysis: Law 1 - DoJ/FBI Forced Disclosure,laws/other/old/1_DoJ_FBI/more,md,no,216,"Superseded compliance check of Law 1's draft text against each human requirement, plus a version-comparison table (90 days to 30, added criminal penalties) and four anticipated DOJ objections."
Old_Law2_US_Intel,Laws_Old_List_Of_Laws,6,Laws,laws,topic,/laws/other/old/US_Intel/Law_2_US_Intel,site/docs/laws/other/old/2_US_Intel/Law_2_US_Intel.md,Law 2: Charlie Kirk Investigation - Intelligence Services Disclosure Act,Law 2: Charlie Kirk Investigation - Intelligence Services Disclosure Act,laws/other/old/2_US_Intel,md,no,332,"Superseded full text of Law 2, the Intelligence Services Disclosure Act — 30-day mandatory release by CIA, NSA, DIA, NRO and ODNI covering Egyptian aircraft, Israeli phones at UVU, jamming, and Fort Huachuca meetings."
Old_Law2_Requirements,Old_Law2_US_Intel,7,Laws,laws,topic,/laws/other/old/US_Intel/more/Human_Requirements,site/docs/laws/other/old/2_US_Intel/more/Human_Requirements.md,Human Requirements: Law 2 - US Intelligence Services Forced Disclosure,Human Requirements: Law 2 - US Intelligence Services Forced Disclosure,laws/other/old/2_US_Intel/more,md,no,203,"Older requirements page for Law 2, stating that the intelligence community must publish conclusions rather than sources, and how it differs from Law 1's law-enforcement disclosure mandate."
Old_Law2_Notes,Old_Law2_US_Intel,7,Laws,laws,topic,/laws/other/old/US_Intel/more/Notes_2_US_Intel,site/docs/laws/other/old/2_US_Intel/more/Notes_2_US_Intel.md,Notes: Law 2 - US Intelligence Services Forced Disclosure,Notes: Law 2 - US Intelligence Services Forced Disclosure,laws/other/old/2_US_Intel/more,md,no,205,"Superseded legal notes on Law 2 — JFK Act delays, Executive Order 13526 over-classification, Epstein Act shortfalls — and the pros and cons of compelling intelligence agencies on a 30-day clock."
Old_Law2_Analysis,Old_Law2_US_Intel,7,Laws,laws,topic,/laws/other/old/US_Intel/more/Output_Analysis,site/docs/laws/other/old/2_US_Intel/more/Output_Analysis.md,Output Analysis: Law 2 - US Intelligence Services Forced Disclosure,Output Analysis: Law 2 - US Intelligence Services Forced Disclosure,laws/other/old/2_US_Intel/more,md,no,218,"Older requirement-by-requirement verdict on Law 2's draft: catch-all scope, 10-year obstruction and 15-year destruction penalties, whistleblower protection, and the removal of presidential override."
Old_Law3_Investigate,Laws_Old_List_Of_Laws,6,Laws,laws,topic,/laws/other/old/Require_to_Investigate/Law_3_Require_to_Investigate,site/docs/laws/other/old/3_Require_to_Investigate/Law_3_Require_to_Investigate.md,Law 3: Charlie Kirk Investigation - Mandatory Investigation Act,Law 3: Charlie Kirk Investigation - Mandatory Investigation Act,laws/other/old/3_Require_to_Investigate,md,no,325,"Superseded full text of Law 3, the Mandatory Investigation Act — FBI must open a case in 14 days with 20 agents and $10 million, chase all 175 Schedule A leads, and publish reports every 90 days."
Old_Law3_Requirements,Old_Law3_Investigate,7,Laws,laws,topic,/laws/other/old/Require_to_Investigate/more/Human_Requirements,site/docs/laws/other/old/3_Require_to_Investigate/more/Human_Requirements.md,Human Requirements: Law 3 - Require Investigation,Human Requirements: Law 3 - Require Investigation,laws/other/old/3_Require_to_Investigate/more,md,no,207,"Older requirements page for Law 3, arguing agencies are not only withholding files but declining to investigate at all, and that both law enforcement and intelligence must be compelled to actually work the case."
Old_Law3_Notes,Old_Law3_Investigate,7,Laws,laws,topic,/laws/other/old/Require_to_Investigate/more/Notes_3_Require_to_Investigate,site/docs/laws/other/old/3_Require_to_Investigate/more/Notes_3_Require_to_Investigate.md,Notes: Law 3 - Require Investigation,Notes: Law 3 - Require Investigation,laws/other/old/3_Require_to_Investigate/more,md,no,207,"Superseded research notes for Law 3 drawing on the Special Counsel regulations, the Church Committee, and the Warren Commission/HSCA split to define a 'good-faith investigation' that cannot be predetermined."
Old_Law3_Analysis,Old_Law3_Investigate,7,Laws,laws,topic,/laws/other/old/Require_to_Investigate/more/Output_Analysis,site/docs/laws/other/old/3_Require_to_Investigate/more/Output_Analysis.md,Output Analysis: Law 3 - Require Investigation,Output Analysis: Law 3 - Require Investigation,laws/other/old/3_Require_to_Investigate/more,md,no,224,"Older analysis of whether Law 3's draft meets its requirements, including the automatic conflict-of-interest transfer if the FBI is implicated, the independent external monitor, and the sandbagging risk."
Old_Law4_Trusted,Laws_Old_List_Of_Laws,6,Laws,laws,topic,/laws/other/old/Trusted_Investigations/Law_4_Trusted_Investigations,site/docs/laws/other/old/4_Trusted_Investigations/Law_4_Trusted_Investigations.md,Law 4: Charlie Kirk Investigation - Trusted Investigators Act,Law 4: Charlie Kirk Investigation - Trusted Investigators Act,laws/other/old/4_Trusted_Investigations,md,no,328,"Superseded full text of Law 4, the Trusted Investigators Act — Candace Owens, Dave Smith and Tucker Carlson each get an FBI team and an intelligence team, cleared within 30 days and free to publish findings."
Old_Law4_Requirements,Old_Law4_Trusted,7,Laws,laws,topic,/laws/other/old/Trusted_Investigations/more/Human_Requirements,site/docs/laws/other/old/4_Trusted_Investigations/more/Human_Requirements.md,Human Requirements: Law 4 - Trusted Investigations,Human Requirements: Law 4 - Trusted Investigations,laws/other/old/4_Trusted_Investigations/more,md,no,206,"Older requirements page for Law 4: the three named trusted investigators pick their own government staff, nothing may stop them, and retaliation against employees who join or leak to them is a crime."
Old_Law4_Notes,Old_Law4_Trusted,7,Laws,laws,topic,/laws/other/old/Trusted_Investigations/more/Notes_4_Trusted_Investigations,site/docs/laws/other/old/4_Trusted_Investigations/more/Notes_4_Trusted_Investigations.md,Notes: Law 4 - Trusted Investigations,Notes: Law 4 - Trusted Investigations,laws/other/old/4_Trusted_Investigations/more,md,no,208,"Superseded legal notes for Law 4 citing the Special Counsel framework and the 9/11 Commission as precedent for civilians leading investigations, plus the coordination and clearance risks of six parallel teams."
Old_Law4_Analysis,Old_Law4_Trusted,7,Laws,laws,topic,/laws/other/old/Trusted_Investigations/more/Output_Analysis,site/docs/laws/other/old/4_Trusted_Investigations/more/Output_Analysis.md,Output Analysis: Law 4 - Trusted Investigations,Output Analysis: Law 4 - Trusted Investigations,laws/other/old/4_Trusted_Investigations/more,md,no,236,"Older point-by-point verification of Law 4's draft — six teams, sole hiring authority, 15-year obstruction penalty, personal security for investigators, and mandatory reporting on all 175 Schedule A items."
Suspicious,Home,2,,Suspicious,overview,/Suspicious/overview,site/docs/Suspicious/overview.mdx,Suspicious,Suspicious,Suspicious,mdx,yes,485,"The things citizen investigators flag as suspicious in the Charlie Kirk case, sorted by who did them: state and local law enforcement, the FBI, an alleged Israeli nexus, US intelligence, and the defense. Attributed claims, not proven findings."
