overlap_id,date,foreign_tail,claimed_airport,city,state,subject,audit_verdict,existing_adsb_verdict,my_verdict,agrees,note_cites_date,note_uses_wrong_day,correction_action,sources,closest_km,closest_agl,ground_at_claimed,ground_airports_that_day,evidence,detail,existing_km,existing_note,overlap_page
OWENS-036,2025-06-18,SU-BTT,KOMA,Omaha / Lincoln,NE,Erika,inaccurate,ELSEWHERE,CONTRADICTS_WEAKLY,yes,2025-06-18,,"Keep ELSEWHERE but say the coverage is five minutes, not a day.","adsb-lol,airplanes-live",10139.55,31016,no,,"Only 7-9 fixes exist for the whole day and they put SU-BTT at FL320 between Alexandria and El Alamein, Egypt, at 06:23-06:28Z, 10,140 km from Omaha. A same-day Omaha arrival is not geometrically excluded by five minutes of coverage, but it would require a Cairo departure and a fuel stop.","SU-BTT adsb-lol: closest 10139.55km to KOMA at 06:28:54Z (alt 32000, AGL 31016), on-ground that day: none ; SU-BTT airplanes-live: closest 10139.55km to KOMA at 06:28:54Z (alt 32000, AGL 31016), on-ground that day: none",,"REFUTED. SU-BTT was tracked on 2025-06-18 and was somewhere else: HEBA/HBE (Alexandria International Airport, Alexandria EG) 36.13km to HEAL/DBB (El Alamein International Airport, El Alamein EG) 75.92km. No closest-approach figure was computed: the trace never came within measurable range of KOMA.",site/docs/Planes/following/overlap/20250618_NE_omaha_lincoln_owens_036/overview.mdx
OWENS-037,2025-07-07,SU-BND,KPVU,Provo,UT,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2025-07-07 and the day either side, and carry no trace for SU-BND. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250707_UT_provo_owens_037/overview.mdx
OWENS-038,2025-07-20,SU-BTT,KOMA,Omaha / Lincoln,NE,Erika,partial,AT_CLAIMED_AIRPORT,CONFIRMS_APPROACH_OR_DEPARTURE,yes,2025-07-20,,,"adsb-lol,airplanes-live",1.33,591,no,LFPB,"trace passes 1.33 km from KOMA at 591 ft AGL - an arrival or departure at the claimed field, but the archive holds no on-ground point","SU-BTT adsb-lol: closest 1.7km to KOMA at 22:06:10Z (alt 1875, AGL 891), on-ground that day: LFPB ; SU-BTT airplanes-live: closest 1.33km to KOMA at 22:06:06Z (alt 1575, AGL 591), on-ground that day: none",1.71,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2025-07-20, closest approach 1.71 km to KOMA at 2025-07-20T22:06:10.350Z, airborne (both archives agree). Last fix NE42 (Dream Field, Lincoln NE) 5.74km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250720_NE_omaha_lincoln_owens_038/overview.mdx
OWENS-039,2025-08-17,SU-BTT,KOMA,Omaha / Lincoln,NE,Erika,partial,AT_CLAIMED_AIRPORT,CONFIRMS_APPROACH_OR_DEPARTURE,yes,2025-08-17,,,"adsb-lol,airplanes-live",0.5,391,no,,"trace passes 0.5 km from KOMA at 391 ft AGL - an arrival or departure at the claimed field, but the archive holds no on-ground point","SU-BTT adsb-lol: closest 0.65km to KOMA at 16:45:18Z (alt 1500, AGL 516), on-ground that day: none ; SU-BTT airplanes-live: closest 0.5km to KOMA at 16:45:16Z (alt 1375, AGL 391), on-ground that day: none",0.65,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2025-08-17, closest approach 0.65 km to KOMA at 2025-08-17T16:45:18.350Z, airborne (both archives agree). Last fix NE42 (Dream Field, Lincoln NE) 5.77km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250817_NE_omaha_lincoln_owens_039/overview.mdx
OWENS-040,2025-09-04,SU-BTT,KPVU,Provo,UT,Charlie,accurate,AT_CLAIMED_AIRPORT,CONFIRMS_ON_GROUND_AT_CLAIMED_FIELD,yes,2025-09-04,,,"adsb-lol,airplanes-live",0.16,,yes,"KMOT,KPVU,LFPB",on-ground position within 3 km of KPVU on the claimed date,"SU-BTT adsb-lol: closest 0.16km to KPVU at 18:49:40Z (alt ground, AGL None), on-ground that day: KPVU,LFPB ; SU-BTT airplanes-live: closest 0.16km to KPVU at 18:49:40Z (alt ground, AGL None), on-ground that day: KMOT,KPVU",0.16,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2025-09-04, closest approach 0.16 km to KPVU at 2025-09-04T18:49:38.010Z, ON THE GROUND (both archives agree). Last fix KPVU/PVU (Provo Municipal Airport, Provo UT) 1.35km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250904_UT_provo_owens_040/overview.mdx
OWENS-041,2025-09-10,SU-BTT,KPVU,Provo then Wilmington,UT/DE,Both,inaccurate,AT_CLAIMED_AIRPORT,CONFIRMS_ON_GROUND_AT_CLAIMED_FIELD,yes,2025-09-10,,,"adsb-lol,airplanes-live",0.03,53,yes,KPVU,on-ground position within 3 km of KPVU on the claimed date,"SU-BTT adsb-lol: closest 0.03km to KPVU at 13:14:06Z (alt 4550, AGL 53), on-ground that day: KPVU ; SU-BTT airplanes-live: closest 0.03km to KPVU at 13:14:06Z (alt 4550, AGL 53), on-ground that day: KPVU",1.23,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2025-09-10, closest approach 1.23 km to KPVU at 2025-09-10T13:08:57.280Z, ON THE GROUND (both archives agree). Last fix KILG/ILG (Wilmington Airport, Wilmington DE) 1.75km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250910_UTDE_provo_then_wilmington_owens_041/overview.mdx
OWENS-042,2025-09-13,SU-BND,KPVU,Provo,UT,Erika,accurate,AT_CLAIMED_AIRPORT,CONFIRMS_APPROACH_OR_DEPARTURE,yes,2025-09-12,YES,"Note cites 2025-09-12, not the claimed day. Same-day primary data exists and is stronger - restate the note on the claimed date.","adsb-lol,airplanes-live",0.62,3,no,,"trace passes 0.62 km from KPVU at 3 ft AGL - an arrival or departure at the claimed field, but the archive holds no on-ground point","SU-BND adsb-lol: closest 0.62km to KPVU at 18:57:40Z (alt 4500, AGL 3), on-ground that day: none ; SU-BND airplanes-live: closest 0.62km to KPVU at 18:57:40Z (alt 4500, AGL 3), on-ground that day: none",1.29,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BND tracked 2025-09-12, closest approach 1.29 km to KPVU at 2025-09-12T16:48:52.550Z, ON THE GROUND (both archives agree). Last fix KPVU/PVU (Provo Municipal Airport, Provo UT) 1.29km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250913_UT_provo_owens_042/overview.mdx
OWENS-043,2022-11-25,SU-BTT,KILG,Wilmington,DE,Erika,archive_gap,NO_ARCHIVE_COVERAGE,NO_ARCHIVE_COVERAGE,yes,,,,,,,,,"2022 is an archive RETENTION BOUNDARY (control aircraft 0 of 56 hits, both archives) - this date cannot be tested at all",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2022-11-25 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20221125_DE_wilmington_owens_043/overview.mdx
OWENS-044,2022-12-05,SU-BTT,KORD,Chicago,IL,Erika,archive_gap,NO_ARCHIVE_COVERAGE,NO_ARCHIVE_COVERAGE,yes,,,,,,,,,"2022 is an archive RETENTION BOUNDARY (control aircraft 0 of 56 hits, both archives) - this date cannot be tested at all",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2022-12-05 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20221205_IL_chicago_owens_044/overview.mdx
OWENS-045,2023-01-12,SU-BTT,KICT,Wichita,KS,Erika,inaccurate,NO_ARCHIVE_COVERAGE,NO_ARCHIVE_COVERAGE,yes,,,,,,,,,no trace on disk and no recorded query for this tail on this date,,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2023-01-12 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20230112_KS_wichita_owens_045/overview.mdx
OWENS-046,2023-02-25,SU-BTT,KSUS,St. Louis,MO,Erika,partial,AT_CLAIMED_AIRPORT,CONFIRMS_APPROACH_OR_DEPARTURE,yes,2023-02-25,,,"adsb-lol,airplanes-live",2.22,-113,no,,"trace passes 2.22 km from KSUS at -113 ft AGL - an arrival or departure at the claimed field, but the archive holds no on-ground point","SU-BTT adsb-lol: closest 3.1km to KSUS at 18:41:11Z (alt 500, AGL 37), on-ground that day: none ; SU-BTT airplanes-live: closest 2.22km to KSUS at 18:41:27Z (alt 350, AGL -113), on-ground that day: none",3.1,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2023-02-25, closest approach 3.1 km to KSUS at 2023-02-25T18:41:11.860Z, airborne (both archives agree). Last fix KSUS/SUS (Spirit of St Louis Airport, St Louis MO) 3.1km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20230225_MO_st_louis_owens_046/overview.mdx
OWENS-047,2023-03-15,SU-BTT,KOMA,Omaha,NE,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2023-03-15 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20230315_NE_omaha_owens_047/overview.mdx
OWENS-048,2023-03-27,SU-BTT,KILG,Wilmington,DE,Erika,inaccurate,NO_ARCHIVE_COVERAGE,NOT_HEARD,NO,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2023-03-27 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20230327_DE_wilmington_owens_048/overview.mdx
OWENS-049,2023-04-25,SU-BTT,KICT,Wichita,KS,TPUSA,inaccurate,NO_ARCHIVE_COVERAGE,NOT_HEARD,NO,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2023-04-25 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20230425_KS_wichita_owens_049/overview.mdx
OWENS-050,2023-05-12,SU-BND,KSTL,St. Louis,MO,Erika,inaccurate,ELSEWHERE,CONTRADICTS,yes,2023-05-12,,Keep ELSEWHERE. This one is genuinely refuted by primary data.,"adsb-lol,airplanes-live",7034.48,9957,no,,"Same-day trace runs Paris Le Bourget 07:25Z to Inshas Air Base, Cairo 11:15Z, never closer than 7,034 km to St Louis. Combined with the 09 May trace showing the aircraft leaving St Louis for Europe, the claim cannot stand.","SU-BND adsb-lol: closest 7034.48km to KSTL at 07:28:08Z (alt 10575, AGL 9957), on-ground that day: none ; SU-BND airplanes-live: closest 7034.48km to KSTL at 07:28:08Z (alt 10575, AGL 9957), on-ground that day: none",,"REFUTED. SU-BND was tracked on 2023-05-12 and was somewhere else: LFPB/LBG (Paris-Le Bourget International Airport, Paris FR) 9.63km to LGEP (Epitalion Airfield, Pyrgos GR) 12.22km. No closest-approach figure was computed: the trace never came within measurable range of KSTL.",site/docs/Planes/following/overlap/20230512_MO_st_louis_owens_050/overview.mdx
OWENS-051,2023-06-08,SU-BTT,KICT,Wichita,KS,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2023-06-08 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20230608_KS_wichita_owens_051/overview.mdx
OWENS-052,2023-06-25,SU-BND,KILG,Wilmington,DE,Erika,inaccurate,ELSEWHERE,NO_ARCHIVE_COVERAGE,NO,2023-06-24,YES,"RETRACT ""REFUTED"" - the note rests on 2023-06-24, not on the claimed day, and the claim is physically compatible with it. Cairo-area local flying on 24 Jun 2023 ends 08:27Z, 9,228 km from Wilmington, 39.5 h available against 11.5 h needed. Change ELSEWHERE -> NOT TESTED.",,,,,,no trace on disk and no recorded query for this tail on this date,,,"REFUTED. SU-BND was tracked on 2023-06-24 and was somewhere else: HECW (Cairo West Air Base, Cairo EG) 21.61km to HE15 (Helwan Air Base, Helwan EG) 16.08km. No closest-approach figure was computed: the trace never came within measurable range of KILG.",site/docs/Planes/following/overlap/20230625_DE_wilmington_owens_052/overview.mdx
OWENS-053,2024-03-10,SU-BTT,KSTL,St. Louis,MO,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2024-03-10 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240310_MO_st_louis_owens_053/overview.mdx
OWENS-054,2024-03-22,SU-BTT,KICT,Wichita,KS,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2024-03-22 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240322_KS_wichita_owens_054/overview.mdx
OWENS-055,2024-04-15,SU-BTT,KOMA,Omaha,NE,Erika,inaccurate,ELSEWHERE,NOT_HEARD,NO,2024-04-16,YES,"RETRACT ""REFUTED"" - the note rests on 2024-04-16, not on the claimed day, and the claim is physically compatible with it. Cairo sectors on 16 Apr 2024 begin 16:42Z, 10,400 km from Omaha; 40.7 h available against 13.0 h needed. Change ELSEWHERE -> NOT TESTED.",,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,12308,"REFUTED. SU-BTT was tracked on 2024-04-16 and was somewhere else: HECA/CAI (Cairo International Airport, Cairo EG) 6.59km to HEAZ (Almaza Air Force Base, El Nozha EG) 6.38km. Closest approach to KOMA was 12308 km at 2024-04-16T16:42:51.880Z.",site/docs/Planes/following/overlap/20240415_NE_omaha_owens_055/overview.mdx
OWENS-056,2024-05-03,SU-BND,KSTL,St. Louis,MO,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,no trace for this date; adjacent days were asked and empty. Not evidence of absence.,,,"NOT A REFUTATION. The archives cover 2024-05-03 and the day either side, and carry no trace for SU-BND. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240503_MO_st_louis_owens_056/overview.mdx
OWENS-057,2024-05-10,SU-BND,KSTL,St. Louis,MO,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2024-05-10 and the day either side, and carry no trace for SU-BND. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240510_MO_st_louis_owens_057/overview.mdx
OWENS-058,2024-06-18,SU-BTT,KLNK,Lincoln,NE,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2024-06-18 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240618_NE_lincoln_owens_058/overview.mdx
OWENS-059,2024-07-05,SU-BTT,KICT,Wichita,KS,Erika,inaccurate,NOT_HEARD,NO_ARCHIVE_COVERAGE,NO,,,,,,,,,no trace on disk and no recorded query for this tail on this date,,,"NOT A REFUTATION. The archives cover 2024-07-05 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240705_KS_wichita_owens_059/overview.mdx
OWENS-060,2024-07-25,SU-BTT,KOMA,Omaha / Lincoln,NE,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2024-07-25 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20240725_NE_omaha_lincoln_owens_060/overview.mdx
OWENS-061,2025-01-12,SU-BTT,KICT,Wichita,KS,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2025-01-12 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250112_KS_wichita_owens_061/overview.mdx
OWENS-062,2025-02-08,SU-BTT,KOMA,Omaha,NE,Erika,inaccurate,NOT_HEARD,NO_ARCHIVE_COVERAGE,NO,,,,,,,,,no trace on disk and no recorded query for this tail on this date,,,"NOT A REFUTATION. The archives cover 2025-02-08 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250208_NE_omaha_owens_062/overview.mdx
OWENS-063,2025-03-15,SU-BTT,KICT,Wichita,KS,Charlie,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2025-03-15 and the day either side, and carry no trace for SU-BTT. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250315_KS_wichita_owens_063/overview.mdx
OWENS-064,2025-04-19,SU-BND,KPVU,Provo,UT,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,no trace for this date; adjacent days were asked and empty. Not evidence of absence.,,,"NOT A REFUTATION. The archives cover 2025-04-19 and the day either side, and carry no trace for SU-BND. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250419_UT_provo_owens_064/overview.mdx
OWENS-065,2025-05-23,SU-BND,KPVU,Provo,UT,Charlie,accurate,AT_CLAIMED_AIRPORT,CONFIRMS_ON_GROUND_AT_CLAIMED_FIELD,yes,2025-05-23,,,"adsb-lol,airplanes-live",0.03,,yes,KPVU,on-ground position within 3 km of KPVU on the claimed date,"SU-BND adsb-lol: closest 0.03km to KPVU at 20:38:06Z (alt ground, AGL None), on-ground that day: KPVU ; SU-BND airplanes-live: closest 0.03km to KPVU at 20:38:06Z (alt ground, AGL None), on-ground that day: KPVU",0.03,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BND tracked 2025-05-23, closest approach 0.03 km to KPVU at 2025-05-23T20:38:06.220Z, ON THE GROUND (both archives agree). Last fix KPVU/PVU (Provo Municipal Airport, Provo UT) 1.42km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250523_UT_provo_owens_065/overview.mdx
OWENS-066,2025-07-07,SU-BND,KPVU,Provo,UT,Erika,inaccurate,NOT_HEARD,NOT_HEARD,yes,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"NOT A REFUTATION. The archives cover 2025-07-07 and the day either side, and carry no trace for SU-BND. An archive with no trace means the networks did not hear the aircraft, not that it was not there.",site/docs/Planes/following/overlap/20250707_UT_provo_owens_066/overview.mdx
OWENS-067,2025-07-20,SU-BTT,KLNK,Lincoln,NE,Erika,accurate,AT_CLAIMED_AIRPORT,CONSISTENT_LOW_OVER_CLAIMED_METRO,yes,2025-07-20,,,"adsb-lol,airplanes-live",7.2,881,no,LFPB,"closest 7.2 km from KLNK at 881 ft AGL - low over the claimed metro, no landing recorded","SU-BTT adsb-lol: closest 7.2km to KLNK at 22:18:53Z (alt 2100, AGL 881), on-ground that day: LFPB ; SU-BTT airplanes-live: closest 7.2km to KLNK at 22:18:53Z (alt 2100, AGL 881), on-ground that day: none",7.21,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BTT tracked 2025-07-20, closest approach 7.21 km to KLNK at 2025-07-20T22:18:53.440Z, airborne (both archives agree). Last fix NE42 (Dream Field, Lincoln NE) 5.74km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250720_NE_lincoln_owens_067/overview.mdx
UNPUB-001,UNKNOWN,SU-BTT or SU-BND,,,,Erika,unpublished,NO_DATE_CLAIMED,NO_DATE_CLAIMED,yes,,,,,,,,,the claim names no date,,,"NOT CHECKABLE. This row has no date. It is one of the five carried to mark the gap between the 67 rows the source sheet published and the 72 overlaps it claims. A claim with no date cannot be checked by anyone, including its author.",site/docs/Planes/following/overlap/unpublished_unpub_001/overview.mdx
UNPUB-002,UNKNOWN,SU-BTT or SU-BND,,,,Erika,unpublished,NO_DATE_CLAIMED,NO_DATE_CLAIMED,yes,,,,,,,,,the claim names no date,,,"NOT CHECKABLE. This row has no date. It is one of the five carried to mark the gap between the 67 rows the source sheet published and the 72 overlaps it claims. A claim with no date cannot be checked by anyone, including its author.",site/docs/Planes/following/overlap/unpublished_unpub_002/overview.mdx
UNPUB-003,UNKNOWN,SU-BTT or SU-BND,,,,Erika,unpublished,NO_DATE_CLAIMED,NO_DATE_CLAIMED,yes,,,,,,,,,the claim names no date,,,"NOT CHECKABLE. This row has no date. It is one of the five carried to mark the gap between the 67 rows the source sheet published and the 72 overlaps it claims. A claim with no date cannot be checked by anyone, including its author.",site/docs/Planes/following/overlap/unpublished_unpub_003/overview.mdx
UNPUB-004,UNKNOWN,SU-BTT or SU-BND,,,,Erika,unpublished,NO_DATE_CLAIMED,NO_DATE_CLAIMED,yes,,,,,,,,,the claim names no date,,,"NOT CHECKABLE. This row has no date. It is one of the five carried to mark the gap between the 67 rows the source sheet published and the 72 overlaps it claims. A claim with no date cannot be checked by anyone, including its author.",site/docs/Planes/following/overlap/unpublished_unpub_004/overview.mdx
UNPUB-005,UNKNOWN,SU-BTT or SU-BND,,,,Erika,unpublished,NO_DATE_CLAIMED,NO_DATE_CLAIMED,yes,,,,,,,,,the claim names no date,,,"NOT CHECKABLE. This row has no date. It is one of the five carried to mark the gap between the 67 rows the source sheet published and the 72 overlaps it claims. A claim with no date cannot be checked by anyone, including its author.",site/docs/Planes/following/overlap/unpublished_unpub_005/overview.mdx
EXTRA-001,2024-09-14,,KLNK,Lincoln,NE,Charlie,,NO_TAIL_CLAIMED,NO_TAIL_CLAIMED,yes,,,,,,,,,the claim names no aircraft registration,,,"NOT CHECKABLE. The source row names no aircraft, so there is nothing to query for KLNK on 2024-09-14.",site/docs/Planes/following/overlap/20240914_NE_lincoln_extra_001/overview.mdx
EXTRA-002,2024-04-09,,KOMA,Omaha,NE,Charlie,,NO_TAIL_CLAIMED,NO_TAIL_CLAIMED,yes,,,,,,,,,the claim names no aircraft registration,,,"NOT CHECKABLE. The source row names no aircraft, so there is nothing to query for KOMA on 2024-04-09.",site/docs/Planes/following/overlap/20240409_NE_omaha_extra_002/overview.mdx
EXTRA-003,2023-04-23,SU-BTT,KTOP,Topeka,KS,TPUSA,,NO_ARCHIVE_COVERAGE,NOT_HEARD,NO,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.  | adjacent-day ground contact: 2023-04-21 KILG",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2023-04-23 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20230423_KS_topeka_extra_003/overview.mdx
EXTRA-004,2025-07-11,UNKNOWN,KOMA,Omaha,NE,Erika,,NO_ARCHIVE_COVERAGE,NO_TAIL_CLAIMED,NO,,,,,,,,,the claim names no aircraft registration,,,"NOT CHECKABLE. The tail named on this row (UNKNOWN) is not in the tracked fleet and has no hex code on file, so no archive query is possible: tail not in FLEET - no hex, cannot query.",site/docs/Planes/following/overlap/20250711_NE_omaha_extra_004/overview.mdx
EXTRA-005,2023-08-25,SU-BTT,KLNK,Lincoln,NE,Charlie,inaccurate,NO_ARCHIVE_COVERAGE,NOT_HEARD,NO,,,,,,,,,"both free archives were ASKED for this exact date and hold nothing (adsb-lol,airplanes-live). Not evidence of absence.",,,"SAYS NOTHING EITHER WAY. No free ADS-B archive reaches 2023-08-25 or the day either side for SU-BTT; the control probe returns NOT_COVERED for unrelated aircraft on the same dates, so this is an archive limit and not suppression.",site/docs/Planes/following/overlap/20230825_NE_lincoln_extra_005/overview.mdx
EXTRA-006,2025-09-10,SU-BND,KPVU,Provo,UT,Charlie,accurate,AT_CLAIMED_AIRPORT,CONFIRMS_ON_GROUND_AT_CLAIMED_FIELD,yes,2025-09-09,YES,"Note cites 2025-09-09, not the claimed day. Same-day primary data exists and is stronger - restate the note on the claimed date.","adsb-lol,airplanes-live",1.29,28,yes,KPVU,on-ground position within 3 km of KPVU on the claimed date,"SU-BND adsb-lol: closest 1.29km to KPVU at 20:29:19Z (alt 4525, AGL 28), on-ground that day: KPVU ; SU-BND airplanes-live: closest 1.29km to KPVU at 20:29:19Z (alt 4525, AGL 28), on-ground that day: KPVU",1.29,"CONFIRMS THE AIRCRAFT ONLY, NOT THE OVERLAP. SU-BND tracked 2025-09-09, closest approach 1.29 km to KPVU at 2025-09-09T20:03:33.780Z, ON THE GROUND (both archives agree). Last fix KPVU/PVU (Provo Municipal Airport, Provo UT) 1.29km. This locates the aircraft; it does not place Charlie or Erika Kirk anywhere.",site/docs/Planes/following/overlap/20250910_UT_provo_extra_006/overview.mdx
EXTRA-007,2025-04-29,UNKNOWN,KLNK,Lincoln,NE,Charlie,,NO_ARCHIVE_COVERAGE,NO_TAIL_CLAIMED,NO,,,,,,,,,the claim names no aircraft registration,,,"NOT CHECKABLE. The tail named on this row (UNKNOWN) is not in the tracked fleet and has no hex code on file, so no archive query is possible: tail not in FLEET - no hex, cannot query.",site/docs/Planes/following/overlap/20250429_NE_lincoln_extra_007/overview.mdx
