docket_entry	pdf_url
Ruling and Order Denying Defendant’s Motion to Disqualify Utah County Attorney’s Office, 2-24-26	https://andreaburkhart.substack.com/api/v1/file/1aaa9b97-b203-47f7-9033-71228f43ed5f.pdf
Request for Copy of Audio Records, 2-25-26	https://andreaburkhart.substack.com/api/v1/file/9c7f0e1b-ed43-4703-b17a-7ec81d6a1ffb.pdf
(Previously omitted) Appellate Court Document - Notice of Decision, 1-5-26	https://andreaburkhart.substack.com/api/v1/file/aad806d3-c6f2-4d04-bbc0-540353624552.pdf
Defendant Tyler James Robinson s Motion to Close Portions of the April 17, 2026 Evidentiary Hearing, 2-26-26	https://andreaburkhart.substack.com/api/v1/file/c2978d77-8ba4-4251-953c-3ab81eae445b.pdf
News Media Memorandum Opposing Motion to Classify Reply in Support of Motion to Exclude Cameras, 3-6-26	https://andreaburkhart.substack.com/api/v1/file/068c3b71-4343-4a4b-afce-559562ab244e.pdf
State’s Opposition to Defendant s Motion to Classify Reply in Support of Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom as Private, 3-6-26	https://andreaburkhart.substack.com/api/v1/file/b1fc36a6-65cf-4209-b67a-4c87fdcba738.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/b8a890d8-2246-4d17-bc63-bf34f9cd9daf.pdf
News Media Motion to Classify Supplemental Memorandum Opposing Motion to Classify Defendants Motion Filed January 9, 2026, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/b06e3ddd-be8c-4163-aaed-0fb3cd746c44.pdf
News Media Supplemental Opposition to Motion to Exclude Cameras, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/539e8032-c1b6-4852-8043-ecfdbadef775.pdf
UOVC Restitution Notice Claim#1113572, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/a8244e4b-1642-4be9-a392-1fb8cdc69e14.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/3ea0db71-7cf5-44f8-aee9-9b23c497e434.pdf
State’s Response to Defendant s Motion to Close Portions of the April 17, 2026 Evidentiary Hearing, 3-11-26	https://andreaburkhart.substack.com/api/v1/file/b034227f-cb3a-4e3e-88f5-a4344b780e6d.pdf
(Previously omitted) New Media's Supplemental Memorandum Opposing Motion To Classify Defendant's Motion Filed January 9, 2026, 3-10-26	https://andreaburkhart.substack.com/api/v1/file/e95c0d04-ce2d-4d86-be4f-7dabb5353be0.pdf
Return of Electronic Notification, 3-14-26 (Not obtained)	https://andreaburkhart.substack.com/api/v1/file/d01b3eb7-132a-45dd-b29e-e31e3a31a537.pdf
Notice of Expert (Dr. Ruva), 3-18-26	https://andreaburkhart.substack.com/api/v1/file/0def5484-b2a1-42c3-a23a-3d73c9b748fd.pdf
Defendant Tyler James Robinson’s Motion to Vacate or Continue Preliminary Hearing with Addenda, 3-27-26	https://andreaburkhart.substack.com/api/v1/file/068f64e9-aae3-4e36-a358-9e542302e47d.pdf
(Redacted) Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom, 3-30-26	https://andreaburkhart.substack.com/api/v1/file/f43b97a3-1b00-4aac-bc1b-f6a377d72dc2.pdf
Return of Electronic Notification, 3-31-26 (Not obtained)	https://andreaburkhart.substack.com/api/v1/file/68bca24b-3edf-4b5b-8405-d8f0110e425e.pdf
Request for Discovery Defendant Tyler James Robinson s Supplemental Request for Discovery, 4-3-26	https://andreaburkhart.substack.com/api/v1/file/e31bfd92-5c97-4c40-9a11-0ea7718403f4.pdf
Memorandum in Opposition to Defendant’s Motion to Vacate the May 18 Preliminary Hearing (dckt 466), 4-3-26	https://andreaburkhart.substack.com/api/v1/file/b5a56212-4efc-416e-9e6e-ff3585bb3912.pdf
Notice of Expert (Dr. Edelman), 4-6-26	https://andreaburkhart.substack.com/api/v1/file/222013c8-a034-40a6-89eb-e8ff768a6d66.pdf
Amended Notice of Exert (Dr. Ruva), 4-6-26	https://andreaburkhart.substack.com/api/v1/file/ca2a36e6-8309-4091-89fe-94a8caf3cb95.pdf
Notice of Appearance as Counsel of Record, 4-8-26	https://andreaburkhart.substack.com/api/v1/file/27e51a7e-f5ad-40e5-b250-4adb0a1787fa.pdf
Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission of Jeffrey A. Neiman, 4-8-26	https://andreaburkhart.substack.com/api/v1/file/d1c10d14-36f0-4452-bc1e-056525cf5f47.pdf
Defendant Tyler James Robinson’s Reply in Support of Motion to Vacate or Continue Preliminary Hearing, 4-10-26	https://andreaburkhart.substack.com/api/v1/file/1f0e47b9-1884-4af8-9218-839d96ab9d56.pdf
State’s Objection to Defendant’s Supplemental Request for Discovery, 4-10-26	https://andreaburkhart.substack.com/api/v1/file/406a33f6-2973-474f-8dc4-242f80aa04f4.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 4-14-26	https://andreaburkhart.substack.com/api/v1/file/a26bcfa5-ca19-4b16-81f0-586be76591e5.pdf
Order Granting Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission, 4-14-26	https://andreaburkhart.substack.com/api/v1/file/79960456-1553-49f9-bf78-a9bbf806104a.pdf
Motion for OSC for Contempt and Motion to Compel, 4-16-26	https://andreaburkhart.substack.com/api/v1/file/e9c04837-ad73-4c7d-8d0e-dcb1783a51ce.pdf
Declaration of Counsel in Support of OSC, 4-16-26	https://andreaburkhart.substack.com/api/v1/file/efaa1999-45fe-4327-ae89-cb045c016b41.pdf
Opposition to Motion for an Order to Show Cause for Alleged Contempt of Court and for an Order Compelling Discovery Related to the Alleged Contempt, 4-30-26	https://andreaburkhart.substack.com/api/v1/file/4af4647b-3b50-4645-a030-f1cf4b1e87ee.pdf
Motion in Limine to Close Portions of Preliminary Hearing and Seal Particular Exhibits, 5-1-26	https://andreaburkhart.substack.com/api/v1/file/13d72bbe-31d6-4684-b2f7-be12a8f0fa3e.pdf
Supplemental Notice re: State’s Evidence at Preliminary Hearing, 5-1-26	https://andreaburkhart.substack.com/api/v1/file/8c8162b3-6009-4ff7-bdc4-6118d303ea0e.pdf
Order to Appear, 5-5-26	https://andreaburkhart.substack.com/api/v1/file/7706944c-d5bd-4b0c-8775-6e00d9bd70bd.pdf
State’s Preliminary Hearing Witness and Exhibit List, 5-6-26	https://andreaburkhart.substack.com/api/v1/file/59f61407-2811-4027-90d5-a611f4d21098.pdf
Defendant Tyler James Robinson’s Motion in Limine to Preclude the Utilization of Art. I sec. 12 and Rule 1102 to Sanction the Admissibility of Hearsay Evidence to Establish Probable Cause at the Prelim, 5-6-26	https://andreaburkhart.substack.com/api/v1/file/f3398ee6-907a-4c70-8563-c9aae27f59d1.pdf
Reply to Opposition to Motion for an Order to Show Cause for Alleged Contempt of Court and for an Order Compelling Discovery Relating to the Alleged Contempt, 5-7-26	https://andreaburkhart.substack.com/api/v1/file/c3538aaa-f964-4d55-af14-cde8e3f72dab.pdf
Objection to Defendant s Motion in Limine to Prelude the Utilization of Article I, Section 12 of the Utah Constitution and Rule 1102 of the Utah Rules of Evidence at the Preliminary Hearing, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/f8cbe917-5fc2-4347-b852-599c60ae6e51.pdf
Objection to Defendant s Motion in Limine to Close Portions of the Preliminary Hearing and Seal Exhibits, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/5a3c8d5d-d384-4355-a543-9b1fe0985ffc.pdf
Ruling and Order on Defendant's Motion to Vacate or Continue Preliminary Hearing Pending Discovery and to Permit Constitutionally Adequate Time for Preparation, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/7f76a6a0-57cd-49e1-9c8a-c6292b92bfb1.pdf
Ruling and Order on Defendant's Motion to Exclude Still Photographers, TV Cameras and Microphones from the Courtroom (Docket 305) and Standing Order on Electronic Media Coverage Requests, 5-8-26	https://andreaburkhart.substack.com/api/v1/file/eae0b483-1222-4fd2-b202-d40ed3c227d3.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 5-11-26	https://andreaburkhart.substack.com/api/v1/file/caac9a0c-9f5b-4a2e-840c-12586e348fe6.pdf
Ruling on the Record, 5-12-26	https://andreaburkhart.substack.com/api/v1/file/5731f157-5788-4f3e-aed2-3446937b8d0b.pdf
Opposition to Defendant’s Motion to Close Portions of Preliminary Hearing and Seal Exhibits, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/bedd7084-99b7-43c4-af6e-4c8ecc932ad0.pdf
State’s Response to Tyler James Robinson’s Motion in Limine, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/680b7731-7d12-4eed-bf10-1a52222e511b.pdf
Corrected State’s Response to Tyler James Robinson’s Motion in Limine, 5-15-26	https://andreaburkhart.substack.com/api/v1/file/bc7b6aad-2192-4a27-ba5d-4679e995a260.pdf
Reply in Support of Motion to Close/Seal Portions of Preliminary Hearing, 5-18-26	https://andreaburkhart.substack.com/api/v1/file/406202df-cf86-426e-b226-3eb36fc69496.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 5-19-26	https://andreaburkhart.substack.com/api/v1/file/e9c6a582-e908-4530-aa00-77bc1847a6af.pdf
Opposition to Defendant’s Motion to Preclude Hearsay at Preliminary Hearing, 5-27-26	https://andreaburkhart.substack.com/api/v1/file/b472b5cf-d023-4c81-8803-35045f2790f7.pdf
Notice of Filing: Petition for Permission to Appeal from Interlocutory Order, 5-29-26	https://andreaburkhart.substack.com/api/v1/file/ecafa2e9-6b8e-4401-9b1e-5953aba03a40.pdf
Defendant Tyler James Robinson's Motion to Stay Pending Interlocutory Review, 5-31-26	https://andreaburkhart.substack.com/api/v1/file/001dd14c-b3d3-4834-af3b-20974e81ffa7.pdf
Ruling and Order Denying Defendant's Motion in Limine to Close Portions of the Preliminary Hearing Testimony and Seal Preliminary Hearing Exhibits, 6-1-26	https://andreaburkhart.substack.com/api/v1/file/9700aa34-0e22-4710-9d6b-b6ee9740b372.pdf
Ruling and Order Granting Defendant's Motion for Order to Show Cause (Docket 504) and Denying Request to Compel Discovery, 6-1-26	https://andreaburkhart.substack.com/api/v1/file/984fb5c4-62dc-45c3-9baa-c7148a762768.pdf
Reply in Support of Defendant’s Motion in Limine to Preclude (re Hearsay), 6-3-26	https://andreaburkhart.substack.com/api/v1/file/5492e14b-cb8e-40e8-8d3e-c2b5217de5fe.pdf
Opposition to Motion to Stay Pending Interlocutory Review, 6-6-26	https://andreaburkhart.substack.com/api/v1/file/4f46316a-b6ee-4fbf-84ed-72a42abe8012.pdf
Reply in Support of Defendant Tyler James Robinson’s Motion to Stay Pending Interlocutory Review (Dkt 561), 6-9-26	https://andreaburkhart.substack.com/api/v1/file/1164ecbe-cfcb-454d-ab4a-4c3a306b3a57.pdf
Utah Attorney General’s Notice of Intent Not to Respond to Constitutional Challenge, 6-12-26	https://andreaburkhart.substack.com/api/v1/file/f06bcb6c-62ca-4682-b592-5da68e58398e.pdf
Opposition to Application for Certificate of Attendance of Out-of-State Witness, 6-16-26	https://andreaburkhart.substack.com/api/v1/file/c9c3290f-7e98-413d-9d67-c4e99b8bf480.pdf
Order to Appear, 6-17-26	https://andreaburkhart.substack.com/api/v1/file/103496d8-260f-4fba-8ba9-be2bf70a5cbf.pdf
Objection to Defendant s Request to Remove the Death Penalty as a Sanction in the Event the Court Grants the Contempt Motion, 6-17-26	https://andreaburkhart.substack.com/api/v1/file/5029bac1-305d-49de-9846-a0dcd9deb8ff.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 6-18-26	https://andreaburkhart.substack.com/api/v1/file/d8c2170e-743c-4e1e-befd-a418f7b40bb6.pdf
Request and Order for Electronic Media Coverage of Court Proceedings - Preliminary Hearing, 6-18-26	https://andreaburkhart.substack.com/api/v1/file/138de2ff-cfc4-4770-9df8-00e99d5f1f9d.pdf
Reply in Support of Application for Certificate for Attendance of Out-of-State Witness, 6-18-26	https://andreaburkhart.substack.com/api/v1/file/a4606e96-56ea-401f-811e-6a8f24a6db2b.pdf
Opposition to State’s Uninvited Objection to Defendant s Request to Remove the Death Penalty as a Sanction in the Event the Court Grants the Contempt Motion, 6-18-26	https://andreaburkhart.substack.com/api/v1/file/81342c31-918e-4a17-92ef-fe92e4591b05.pdf
Defendant Tyler James Robinson s Second Supplemental Request for Discovery, 6-19-26	https://andreaburkhart.substack.com/api/v1/file/8219c16d-ee65-4ec6-a44b-c5be5b8fee27.pdf
Opposition to Defendant Tyler James Robinson’s Opposition to Electronic Media Request for the Preliminary Hearing, 6-21-26	https://andreaburkhart.substack.com/api/v1/file/2f81f4c9-1fe8-45fc-b558-66d5289ca04d.pdf
Order Regarding Defendant's Application for Certificate for Attendance of Out-of-State Witness and State's Motion to Quash Subpoena, 6-22-26	https://andreaburkhart.substack.com/api/v1/file/6a2ad9e9-f51c-49e7-9f4d-e415319b953d.pdf
Notice of Filing News Media Response to Defendant’s Petition for Permission to Appeal Interlocutory Order, 6-22-26	https://andreaburkhart.substack.com/api/v1/file/cce44120-76d5-486f-a44b-c0f831291f71.pdf
Ruling on the Record, 6-23-26	https://andreaburkhart.substack.com/api/v1/file/6fcb91e5-d66e-43ed-8beb-2cca6cba0357.pdf
Ruling And Order On Defendant's Motion In Limine To Preclude Utilization Of Article I, Section 12 Of The Utah Constitution And Rule 1102 Of The Utah Rules Of Evidence To Sanction The Admissibility Of Heresy Evidence To Establish Probable, 6-23-26	https://andreaburkhart.substack.com/api/v1/file/c7495909-6729-4da8-8af8-2aef91f6e81e.pdf
Minute Entry Order RE: Electronic Devices In Courtroom Prohibited During Preliminary Hearing, 6-23-26	https://andreaburkhart.substack.com/api/v1/file/eeb7f87d-fe0f-4a54-b9f9-3836771c1321.pdf
Opposition to Defendant Tyler James Robinson s Opposition to EMC Order for the Preliminary Hearing (Dkt 633), 6-24-26	https://andreaburkhart.substack.com/api/v1/file/1a12c841-e3b0-450f-893a-929313ea9ce4.pdf
News Media Response to Defendant s Opposition to Electronic Media Request for the Preliminary Hearing, 6-24-26	https://andreaburkhart.substack.com/api/v1/file/08cd967c-be23-4964-916d-75b6a40cde32.pdf
Defendant Tyler James Robinson’s Opposition to EMC Order for the Preliminary Hearing (Dkt 634), 6-24-26	https://andreaburkhart.substack.com/api/v1/file/7d5578f8-c896-4f78-8b5e-a76f93e6603f.pdf
Opposition to Defendant Tyler James Robinson’s Opposition to EMC Order for the Prelim (Dkt 641), 6-24-26	https://andreaburkhart.substack.com/api/v1/file/b11f5fc4-5fcb-46d3-80f2-25550ab51c44.pdf
Opposition to Defendant’s Motion to Classify Application for Certificate to Secure Out-of-State Witness (News Media s Opposition), 6-24-26	https://andreaburkhart.substack.com/api/v1/file/dd68d26d-dece-4538-be5d-7fabbcffb73b.pdf
News Media Response to Defendant Opposition to EMC Orders for the Preliminary Hearing (Still Photography), 6-25-26	https://andreaburkhart.substack.com/api/v1/file/9cb6c74c-a987-464a-8b1d-e87777e44dda.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 6-26-26 (still photography)	https://andreaburkhart.substack.com/api/v1/file/65fed97d-8046-471d-80ce-5fa51703d2fb.pdf
Ruling And Order On Defendant's Motion For an Order To Show Cause For Contempt Of Court, 6-26-26	https://andreaburkhart.substack.com/api/v1/file/e593804e-bb33-419a-8232-98198a25c65d.pdf
Notice of Filing Petition for Permission to Appeal from Two Interlocutory Orders,6-26-26	https://andreaburkhart.substack.com/api/v1/file/110c9446-f802-4f73-b80f-511f5e6b74a9.pdf
Ruling And Order On Defendant's Objections To Electronic Media Requests, 6-30-26	https://andreaburkhart.substack.com/api/v1/file/60eb1df1-a978-4716-95db-13f04011b4c3.pdf
RULING ON THE RECORD, 7-1-26	https://andreaburkhart.substack.com/api/v1/file/7809a8c4-7203-4ab2-a62e-da410b7e43f8.pdf
News Media Motion to Amend Minute Entry Order to Allow Use of Portable Electronic Devices by the News Media and Their Counsel, 7-1-26	https://andreaburkhart.substack.com/api/v1/file/5b17aa3e-8755-4bd2-9b42-7095e65ec3ab.pdf
Response to Defendant’s Second Supplemental Request for Discovery, 7-2-26	https://andreaburkhart.substack.com/api/v1/file/74d50292-177e-4865-a315-7353713eb9ad.pdf
Reply in Support of Motion to Classify Application as Private, 7-2-26	https://andreaburkhart.substack.com/api/v1/file/89c3bde6-df52-44d2-9633-8de406334af7.pdf
Ruling And Order Denying News Media Motion To Amend Minute Entry Order, 7-2-26	https://andreaburkhart.substack.com/api/v1/file/f2f2cdec-381c-4ddf-b09d-085b5890dd3f.pdf
Defendant’s Standing Objections to State’s Exhibits, 7-3-26	https://andreaburkhart.substack.com/api/v1/file/40efc715-b46d-408d-ad67-e5039c84af15.pdf
News Media Amended Motion to Allow Portable Electronic Devices, 7-4-26	https://andreaburkhart.substack.com/api/v1/file/b0223454-784e-475a-812b-920da42a8922.pdf
PRELIMINARY HEARING, 7-8-26	https://andreaburkhart.substack.com/api/v1/file/32bf6f37-4bec-4cd8-93e0-f1a4faa382be.pdf
Supplemental Notice Concerning Access to Evidence Presented in Open Court, 7-8-26	https://andreaburkhart.substack.com/api/v1/file/dce6ed22-2268-48df-bbf5-08a6901a96f4.pdf
Request for Speedy Disposition and Prompt Bindover, 7-10-26	https://andreaburkhart.substack.com/api/v1/file/6c768210-82de-443c-800f-58c6d202ae33.pdf
PRELIMINARY HEARING - DAY 2, 7-21-26	https://andreaburkhart.substack.com/api/v1/file/8963886b-a070-4372-bfb8-0ccddfe85cdb.pdf
PRELIMINARY HEARING, 7-21-26	https://andreaburkhart.substack.com/api/v1/file/4f62f14c-9b20-46c6-a493-9d2de6a5903a.pdf
PRELIMINARY HEARING, 7-21-26	https://andreaburkhart.substack.com/api/v1/file/011c5d90-2c2e-4043-919d-63b4abb83949.pdf
Memorandum in Support of Preliminary Hearing Bindover, 7-28-26	https://andreaburkhart.substack.com/api/v1/file/b751fcf7-c7dd-447b-bfd8-59b76408afc0.pdf
Defendant Tyler James Robinson's Preliminary Hearing Briefing, 8-11-26	https://andreaburkhart.substack.com/api/v1/file/1d3ce795-67cd-4dcb-bb72-a78e64551a42.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 8-18-26	https://andreaburkhart.substack.com/api/v1/file/da466ae2-7f28-4c1c-8250-70d886d1af94.pdf
Request and Order for Electronic Media Coverage of Court Proceedings, 8-18-26	https://andreaburkhart.substack.com/api/v1/file/0b4d9879-be59-4582-b6e7-6d785f94170b.pdf
State’s Reply Supporting Preliminary Hearing Bindover, 8-18-26	https://andreaburkhart.substack.com/api/v1/file/6ed59130-62a7-479a-853c-621cde405142.pdf
Opposition to Defendant Tyler James Robinson s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 710)_Redacted, 8-22-26	https://andreaburkhart.substack.com/api/v1/file/b5e67149-c2a0-44a5-8a1c-405ba04aef90.pdf
Opposition to Defendant Tyler James Robinson’s Opposition to EMC Order for the September 1, 2026 Hearing (Dkt 711), 8-22-26	https://andreaburkhart.substack.com/api/v1/file/959bef5b-da0a-4670-95f1-ac958b12c00e.pdf
Minute Entry Order RE: Electronic Device In Courtroom Prohibited During September 1, 2026 Hearing, 8-27-26	https://andreaburkhart.substack.com/api/v1/file/a7c2947d-e940-426d-a399-797f58d83003.pdf
Standing Decorum Order, Effective August 28, 2026, 8-27-26	https://andreaburkhart.substack.com/api/v1/file/6053b721-5d52-40db-893b-02100be7c48f.pdf
News Media Opposition to Defendant Motion to Classify Unredacted Oppositions to EMC Orders for the September 1, 2026 Hearing, 8-27-26	https://andreaburkhart.substack.com/api/v1/file/a39e8ac8-f4d4-4a57-9373-87199a2176c8.pdf
News Media Consolidated Response to Defendant Opposition to EMC Orders for the September 1, 2026 Hearing, 8-27-26	https://andreaburkhart.substack.com/api/v1/file/bd041a72-329c-4d01-a9a1-df8fe6a1bba3.pdf
Defendant Tyler James Robinson’s Discovery Status Report, 8-28-26	https://andreaburkhart.substack.com/api/v1/file/cd14df85-2717-490d-b335-9cf408d937d2.pdf
Amended Standing Decorum Order, Effective August 28, 2026, 8-28-26	https://andreaburkhart.substack.com/api/v1/file/75d9511f-501c-4335-b503-91ddd479bff5.pdf
Order to Transport, 8-31-26	https://andreaburkhart.substack.com/api/v1/file/e414b1ca-2005-4faf-8290-9bca45d78dd8.pdf
