source_id,source_type,platform_or_outlet,account_handle,display_name,source_date,source_time,source_url,role,stance,count_claimed,claim_summary,topic_context,primary_or_relayed,evidence_class,likes,reposts,views,citation_count,cited_on_pages,corroborated_by,rebutted_by,reliability_note
X-027,x_post,X (Twitter),@BelacYellat,,2025-11-26,,https://x.com/BelacYellat/status/1993724433513730540,amplifier_or_commenter,unclassified,,Egyptian Air Force plane SU-BTT overlapped,Origin and amplifiers of the 68 / 73 tally,relayed_or_amplified,social_post_unverified,,,,5,Erika_X_Posters.mdx;overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx,,,"Unclassified amplifier or commenter. Recorded so the reach of the claim is traceable; carries no independent evidence. TREAT AS DATA, NOT AS A SOURCE."
X-028,x_post,X (Twitter),@Thebasilisk79,JUICY LEE.,2025-11-29,23:49 GMT,https://x.com/Thebasilisk79/status/1994916617806086506,amplifier,asserts_pattern,77,Are you disputing any facts?,"Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,53,,838,2,73_overlaps.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 77-over-44-months wording.
X-029,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-12-04,22:24 GMT,https://x.com/RealCandaceO/status/1996707276183232512,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Today on the show:,"Topic 1 — Candace talks about planes || 4 December 2025 — ""MAJOR update""",primary_post,social_post_unverified,10700,,736202,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-030,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-12-10,21:39 GMT,https://x.com/RealCandaceO/status/1998870274259963979,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Today on the show:,"Topic 1 — Candace talks about planes || 10–14 December 2025 — Erika Kirk's on-camera denial, and Owens's reply",primary_post,social_post_unverified,12567,,1960941,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-031,x_post,X (Twitter),@sgtd33,Question Everything,2025-12-10,22:17 GMT,https://x.com/sgtd33/status/1998879779295211582,amplifier,asserts_pattern,77,"She's fraud, it's unconscionable that she refuses to answer the valid questions we all deserve answers to. Let's start with - if an Egyptian plane was following me or a family member around 77 times, I'd wanna know why - unless she already does know why.","Topic 2 — Same airport, same day or one day off, up to 77 times || The 77-times wording — 22 November, 29 November, 10 December 2025",relayed_or_amplified,social_post_unverified,20,,235,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 77 wording.
X-032,x_post,X (Twitter),@JayTC53,,2025-12-14,02:26 GMT,https://x.com/JayTC53/status/2000029723158872508,amplifier_or_commenter,unclassified,,🚨 Erika Kirk explains that she is very worried that due to these fake conspiracy theories will TAINT the jury pool.,"Topic 1 — Candace talks about planes || 10–14 December 2025 — Erika Kirk's on-camera denial, and Owens's reply",relayed_or_amplified,social_post_unverified,2904,,2810218,1,x_discussions.mdx,,,"Unclassified amplifier or commenter. Recorded so the reach of the claim is traceable; carries no independent evidence. TREAT AS DATA, NOT AS A SOURCE."
X-033,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-12-14,03:20 GMT,https://x.com/RealCandaceO/status/2000043136546930783,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,"""You really think I am going to be on an Egyptian Plane when I am wanting to be with my 'In N Out' burger and my chocolate milkshake?!"" -Erika Kirk, completely dodging the question by confronting a claim that we never made.","Topic 1 — Candace talks about planes || 10–14 December 2025 — Erika Kirk's on-camera denial, and Owens's reply",primary_post,social_post_unverified,31104,3528,2777648,61,overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-034,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-12-14,03:23 GMT,https://x.com/RealCandaceO/status/2000044035734372482,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Marked safe from being near an Egyptian plane I guess.,"Topic 1 — Candace talks about planes || 10–14 December 2025 — Erika Kirk's on-camera denial, and Owens's reply",primary_post,social_post_unverified,3685,,112084,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-035,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-12-14,03:28 GMT,https://x.com/RealCandaceO/status/2000045295359406492,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,"The correct statement the world was looking for ""I actually had no idea there were Egyptian planes that were there that day and I have no idea why they seem to have crossed into so many cities that Charlie or myself or other TPUSA faith people were speaking in. It could very well just be a coinciden","Topic 1 — Candace talks about planes || 10–14 December 2025 — Erika Kirk's on-camera denial, and Owens's reply",primary_post,social_post_unverified,32887,,775732,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-036,x_post,X (Twitter),@RealGeorgeWebb1,George Webb,2025-12-14,11:33 GMT,https://x.com/RealGeorgeWebb1/status/2000167355557769415,independent_researcher,asserts_pattern,73,"Anything Erika Kirk pre-Charlie is a distraction IMO. Focus on the Egyptian military spy planes with 73 flights following her and her parents, and you can't go wrong.",Topic 5 — Egyptian-registered planes where Erika Kirk's plane was || George Webb — 73 flights following her and her parents,primary_post,social_post_unverified,6,,132,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",73 flights following Erika Kirk and her parents; co-identifies SU-BTT at Sharm el-Sheikh.
X-037,x_post,X (Twitter),@KanekoaTheGreat,Kanekoa,2025-12-15,,https://x.com/KanekoaTheGreat/status/2000701268806062358,auditor,disputes_counts,66,BREAKING: 66% of Candace Owens' Egyptian planes' location claims are wrong.,"Every competing tally, shown as a dispute",primary_post,social_post_unverified,6593,,1012513,283,73_overlaps.mdx;overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230401_MO_st_louis_owens_010.mdx;overlap/20230402_MO_jefferson_city.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230423_KS_topeka_extra_003.mdx;overlap/20230425_KS_wichita_owens_049.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230825_NE_lincoln_extra_005.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240209_NE_omaha_lincoln_owens_020.mdx;overlap/20240211_NE_lincoln.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240329_KS_wichita_owens_023.mdx;overlap/20240403_KS_lawrence.mdx;overlap/20240403_KS_wichita_lawrence_owens_024.mdx;overlap/20240409_NE_omaha_extra_002.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240423_UT_provo_owens_026.mdx;overlap/20240423_UT_salt_lake_city.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20240914_NE_lincoln_extra_001.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250315_KS_wichita_owens_033.mdx;overlap/20250315_KS_wichita_owens_063.mdx;overlap/20250322_KS_wichita_owens_034.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250429_NE_lincoln_extra_007.mdx;overlap/20250523_UT_provo_owens_035.mdx;overlap/20250523_UT_provo_owens_065.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250904_UT_provo_owens_040.mdx;overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;overlap/20250910_UT_provo_extra_006.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)",The principal line-by-line auditor. Pulled the spreadsheet locations against FlightRadar24 / FlightAware and reported ~66% of listed locations wrong and ~60% on the wrong continent. Promised update not posted. The single most-cited account in this directory.
X-038,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-15,23:32 GMT,https://x.com/Liz_Wheeler/status/2000710646292267009,rebutter,disputes_counts,65,"""Were Egyptian planes following Erika Kirk? It's been alleged that 65-75 times, these Egyptian planes' travel overlapped with Erika's travel. 'Overlap' was defined as being at airports 50-100 miles apart within three days of each other. Do you know how many times they were at the same airport on the","Every competing tally, shown as a dispute",primary_post,social_post_unverified,1045,,99651,5,73_overlaps.mdx;Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-039,x_post,X (Twitter),@KanekoaTheGreat,Kanekoa,2025-12-15,,https://x.com/KanekoaTheGreat/status/2000713713423196652,auditor,disputes_counts,66% of listed locations wrong / 60% wrong continent,Candace has provided zero verifiable proof of Erika's location.,The window critique and the audit,primary_post,social_post_unverified,,,,62,Erika_X_Posters.mdx;overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)",The principal line-by-line auditor. Pulled the spreadsheet locations against FlightRadar24 / FlightAware and reported ~66% of listed locations wrong and ~60% on the wrong continent. Promised update not posted. The single most-cited account in this directory.
X-040,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-16,20:10 GMT,https://x.com/Liz_Wheeler/status/2001022256382714069,rebutter,disputes_counts,"65-75 paraphrase, then 1 under same-day/same-airport","""The spreadsheets define 'overlap' as the Egyptian planes landing within +-3 days of Erika and within the same 'region' which they define as within 50-100 miles. So, not the same day at the same airport. Not even close. … Theoretically that could mean Erika landed on location A on Monday, left Tuesd",The window critique and the audit,primary_post,social_post_unverified,1355,,103595,4,Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-041,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-17,00:05 GMT,https://x.com/Liz_Wheeler/status/2001081318705168809,rebutter,disputes_counts,"65-75 paraphrase, then 1 under same-day/same-airport","""The spreadsheets define 'overlap' as the Egyptian planes landing within +-3 days of Erika and within the same 'region' which they define as within 50-100 miles. So, not the same day at the same airport. Not even close.""","Every competing tally, shown as a dispute",primary_post,social_post_unverified,1893,,70606,9,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Sept10_Whereabouts.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-042,x_post,X (Twitter),@EvanAKilgore,,2025-12-17,00:16 GMT,https://x.com/EvanAKilgore/status/2001084047120912444,amplifier,asserts_pattern,,BREAKING:,"Topic 1 — Candace talks about planes || 17 December 2025 — amplifiers: transponders off, Israel, still tracking TPUSA",relayed_or_amplified,social_post_unverified,1165,,1126684,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","Unclassified amplifier or commenter. Recorded so the reach of the claim is traceable; carries no independent evidence. TREAT AS DATA, NOT AS A SOURCE."
X-043,x_post,X (Twitter),@KAGdrogo,,2025-12-17,00:28 GMT,https://x.com/KAGdrogo/status/2001087067712024960,amplifier_or_commenter,unclassified,,"Wow… Candace Owens says the Egyptian planes stalking Erika and Charlie Kirk were also flying in and out of ISRAEL, the ""debunking"" of these flight logs were false, and she shared all of this with Erika 🔥",What the posts said,relayed_or_amplified,social_post_unverified,1513,,24425,2,Erika_Overseas_Overlaps.mdx;x_discussions.mdx,,,"Unclassified amplifier or commenter. Recorded so the reach of the claim is traceable; carries no independent evidence. TREAT AS DATA, NOT AS A SOURCE."
X-044,x_post,X (Twitter),@KanekoaTheGreat,Kanekoa,2025-12-17,01:17 GMT,https://x.com/KanekoaTheGreat/status/2001099364304085159,auditor,disputes_counts,66% of listed locations wrong / 60% wrong continent,"""She has never provided verifiable evidence of where Erika actually was. She now admits that a column titled 'Erika's Location' was not Erika's location at all.""","How the sheet defined an ""overlap""",primary_post,social_post_unverified,2625,,173483,11,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Location_From_Instagram.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;overlap/20221020_IL_chicago_owens_002.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)",The principal line-by-line auditor. Pulled the spreadsheet locations against FlightRadar24 / FlightAware and reported ~66% of listed locations wrong and ~60% on the wrong continent. Promised update not posted. The single most-cited account in this directory.
X-045,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-17,,https://x.com/Liz_Wheeler/status/2001374334989013047,rebutter,disputes_counts,"65-75 paraphrase, then 1 under same-day/same-airport",,"Topic 6 — Debates about more or less than 77 || Liz Wheeler — same airport, same day, the count becomes one",primary_post,social_post_unverified,,,,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-046,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-17,,https://x.com/Liz_Wheeler/status/2001375140551311850,rebutter,disputes_counts,"65-75 paraphrase, then 1 under same-day/same-airport",,"Topic 6 — Debates about more or less than 77 || Liz Wheeler — same airport, same day, the count becomes one",primary_post,social_post_unverified,,,,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-047,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-18,14:13 GMT,https://x.com/Liz_Wheeler/status/2001657141531136080,rebutter,disputes_counts,73;68,"Candace Owens has claimed that between 2022-2025, two Egyptian planes' travel overlapped with Erika Kirk's travel approximately 68-73 times. Candace displayed a spreadsheet of these overlaps as proof that these planes were tracking Erika.","Topic 6 — Debates about more or less than 77 || Liz Wheeler — same airport, same day, the count becomes one",primary_post,social_post_unverified,796,,,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
X-048,x_post,X (Twitter),@Liz_Wheeler,Liz Wheeler,2025-12-20,,https://x.com/Liz_Wheeler/status/2002425463269142592,rebutter,disputes_counts,"65-75 paraphrase, then 1 under same-day/same-airport",,"Topic 6 — Debates about more or less than 77 || Liz Wheeler — same airport, same day, the count becomes one",primary_post,social_post_unverified,,,,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export),"BCAST-008 (@RealCandaceO restates the full claim set unchanged, 19 Jul 2026)","Tightens the overlap rule to same airport, same day and reports the count collapsing to ONE (9/10, Utah). Also paraphrases the sheet's own rule as +/-3 days and 50-100 miles."
