url_path,file_path,extension,level,level2,csv_level2,is_overview,title,sidebar_label,description,media_kind,media_src,media_cid,media_alt,media_shape,banned,anchor,teaser
/Witnesses/wrong_witnesses,site/docs/Witnesses/wrong_witnesses.mdx,mdx,3,Witnesses,Witnesses_Overview,no,Wrong Witnesses — Why the Same Wrong Detail?,Wrong Witnesses,"Open questions about why several on-camera witnesses to the September 10, 2025 event described a chest or heart wound that does not appear to match the footage — and a question about whether, if the microphone held an explosive, it could have been a shaped charge.",image,/img/evidence/07d0b5ef5568726198a7ce59031e52b8fc15044c93e166d5134de1d7f74e9d71.jpg,QmUzhYAfDK9Wwt7o2vMBoFMDekCkfSbGBAbyTsiEzkftkn,This is a digital screenshot of a computer or tablet screen displaying a post from the social media platform X (formerly Twitter).,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Several on-camera witnesses described a chest or heart wound within minutes of the shot. None has been called to testify in the case built on the state&apos;s rifle theory, so the accounts survive only as interviews."
/Other/Evidence-Contradictions,site/docs/Other/Evidence-Contradictions.mdx,mdx,3,Other,Other,no,Evidence Contradictions in the Kirk Case,Evidence Contradictions,"Recurring contradictions between official timelines, witness accounts, media summaries, and OSINT reconstructions in the Charlie Kirk investigation.",none,,,,none,no,CK_AUTHOR_CREDIT,"Shot time, suspect movement, ballistics and caliber messaging each have two versions in the public record, and the page prints both rather than picking. The largest contradiction is the mechanism itself: the government&apos;s rifle account against the citizen finding of an explosive device. Naming a contradiction is not calling anyone a liar."
/Other/Forensic-Analysis-Gaps,site/docs/Other/Forensic-Analysis-Gaps.mdx,mdx,3,Other,Other,no,Forensic Analysis Gaps,Forensic Analysis Gaps,"Publicly visible gaps in ballistics, autopsy, crime-scene, and digital forensics that limit independent review of the Kirk case.",image,/img/evidence/56814b12ee34d92461d217055729025d592d3989ec7be11eb5bf11c6b864134b.jpg,QmdPEHXBTvADqxMBu5dhwX8pZikRT9xEUbFeBeZxRVbojp,"This eye-level medium shot captures a portion of a modern, brutalist-style concrete building facade with a metal extension ladder leaning against it.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"No published toolmark report, no released autopsy, no gunshot-residue test reportedly run after a thirty-three hour manhunt, and an ATF comparison that could neither identify nor exclude the seized rifle. Each gap is paired with the exact record that would close it. Most of those records exist; none of them are public."
/Other/Investigation-Challenges,site/docs/Other/Investigation-Challenges.mdx,mdx,3,Other,Other,no,Investigation Challenges,Investigation Challenges,"Structural obstacles — sealing, gag orders, classification, moderation, and crime-scene changes — limiting public investigation of the Kirk assassination.",none,,,,none,no,CK_AUTHOR_CREDIT,"Warrants sealed, gag orders broad, the courtyard paved, witness clips reportedly deleted, investigator posts deboosted. This is the page explaining why so much of this site is careful rather than certain. It is also the plainest argument for the disclosure statutes."
/Other/Investigation_Methodology,site/docs/Other/Investigation_Methodology.mdx,mdx,3,Other,Other,no,Investigation Methodology and Research Approach,Investigation Methodology,"How this project collects, cross-references, and verifies Charlie Kirk assassination claims — and what obstacles limit public investigation.",none,,,,none,no,CK_AUTHOR_CREDIT,"How a claim gets onto this site: a named source, a date, and an explicit label of verified fact, official allegation, or unverified claim. Contradictions are printed side by side instead of merged into one story. Read it first if you want to know what the rest of the site is actually asserting."
/Other/Miscellaneous_Evidence_Leads,site/docs/Other/Miscellaneous_Evidence_Leads.mdx,mdx,3,Other,Other,no,Miscellaneous Evidence Leads,Miscellaneous Evidence Leads,"Cross-cutting evidence threads that do not fit a single category — sealed records, Google Trends, airport badges, gun-drop house ownership, and diversion actors.",none,,,,none,no,CK_AUTHOR_CREDIT,"The threads belonging to no single section &mdash; sealed warrants, a badge-access list updated the day after, Google Trends hits from foreign addresses, a diversion-shout theory. Each is a lead with a source attached, and most are unverified. Collected here so cross-cutting items stop getting lost."
/Other/Psychological-Profiling-Claims,site/docs/Other/Psychological-Profiling-Claims.mdx,mdx,3,Other,Other,no,Psychological Profiling Claims,Psychological Profiling Claims,"Public commentary and unverified profiling claims about Tyler Robinson and alternate-shooter theories — labeled as claims, not clinical findings.",image,/img/evidence/258a0ad3ed9043b82a18b2e2d906d63a47da27c3511156d935fe495f32df8781.jpg,QmZjdHQxmcGs6soC5pt55m3RuL3s1BMBJMHNqcHi92P3n5,"This is a mobile phone screenshot of a social media story, likely from Facebook, showing a shared text-based chart about alleged &quot;Non Lethal Microwave Weapons&quot; and their physical…",ck-4sq-side,no,CK_AUTHOR_CREDIT,"No clinical forensic profile has been released publicly, which has not slowed the writing of profiles. The page catalogues them by tier, because profiling claims shape how physical evidence is received long before a jury sees it."
/Other/Public_Response,site/docs/Other/Public_Response.mdx,mdx,3,Other,Other,no,Public Response and Social Division,Public Response,"Documented public reactions to the Kirk assassination — grief, celebrations backlash, visa actions, memorials, and international commentary.",image,/img/evidence/171eb7988d00bd6bfd89ddf73a1614815663bf069a5138f8450f98d268186c97.jpg,QmWS4kUm5uWG5Kt2pEE9XjB48VQ6Ado7gQ8GPqVTFA7vVV,"This image is a vertical screenshot displaying a digital document, which appears to be an official business filing from the State of Wyoming Secretary of State Business Division.",ck-4sq-side,no,CK_AUTHOR_CREDIT,Nationwide vigils and a posthumous Medal of Freedom on one side; mass firings over celebratory posts on the other. The clearest measure of how far the killing split the country within weeks.
/Other/Witness-Reliability,site/docs/Other/Witness-Reliability.mdx,mdx,3,Other,Other,no,Witness Reliability Issues,Witness Reliability,"Factors affecting eyewitness and bystander account reliability in the Kirk case — timing confusion, video handling, and investigative process allegations.",none,,,,none,no,CK_AUTHOR_CREDIT,"Eyewitnesses anchor the narrative and also produce its worst timeline conflicts, so the page separates honest error from handling problems. Reported requests to delete video, withheld camera footage and a removed SD card affect authentication rather than honesty. No witness is accused of perjury here."
/Other/overview,site/docs/Other/overview.mdx,mdx,2,Other,,yes,Other Topics,Other Topics,"Cross-cutting investigation topics — methodology, miscellaneous evidence leads, and public response — that span multiple site sections.",none,,,,none,no,CK_AUTHOR_CREDIT,"The cross-cutting section: how this investigation verifies things, where the record contradicts itself, what forensics is missing, and how the country reacted. None of it belongs to a single evidence lane, and all of it bears on the same question."
/Theories/Foreign_Intelligence_Claims,site/docs/Theories/Foreign_Intelligence_Claims.mdx,mdx,3,Theories,Theories,no,Foreign Intelligence Involvement Claims,Foreign Intelligence Claims,"Claims that foreign intelligence services — Israeli, Egyptian, and allied U.S. assets — may have played a role in the Kirk assassination, with cited indicators.",none,,,,none,no,CK_AUTHOR_CREDIT,
/Theories/Government_Agencies_Claims,site/docs/Theories/Government_Agencies_Claims.mdx,mdx,3,Theories,Theories,no,U.S. Government Agency Involvement Claims,Government Agency Claims,"Claims that FBI, CIA, and military intelligence elements shaped the Kirk investigation, suppressed evidence, or participated in a cover-up.",image,/img/evidence/e0fcb8096c4cf4f9530e80b5ab067047f0325a6257cb25cd4abf53e1011e2f74.jpg,QmaDsRsDxSnLpwKdrDndtUa8HZ8PTvZ9VwFKHmQRuvpdRF,This image is a digital infographic and conspiracy theory flow chart titled &quot;Targeted Individual Diagram&quot; designed to illustrate a purported secret government harassment program.,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Claims that U.S. agencies limited, steered, or obstructed public understanding &mdash; sealed warrants, a field-office leadership change a month before, and one named on-record voice saying the foreign review was halted."
/Theories/Mossad_Involvement_Claims,site/docs/Theories/Mossad_Involvement_Claims.mdx,mdx,3,Theories,Theories,no,Mossad Involvement Claims,Mossad Involvement Claims,"Summary of Mossad/Israeli-intelligence theories in the Kirk case — motive arguments, cited indicators, and links to deeper analysis.",image,/img/evidence/8b74a7acc55ffaca666dfa957f06d89f9f1cbbe5ea405c0a256b707fb3153696.png,QmT596hXPvEdGLF4swbMBMxVYYkwhwevjARTJYMXBiHcpM,This is a digital screenshot of a structured data table titled &quot;Distraction Shootings by intel service.&quot; The table lists several hypothetical or real-world shooting incidents with…,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"The navigation summary for the foreign-service theory &mdash; the dated September sequence proponents cite, and the objections that follow each item. No court has found any service responsible, and the page keeps both columns."
/Theories/overview,site/docs/Theories/overview.mdx,mdx,2,Theories,,yes,Theories,Theories,This page provides a high‑level map of the main theories that have emerged about what happened in the Charlie Kirk case. It does not declare any one theory…,image,/img/evidence/f78f3a3ede1a3bbfda3cfd42d80f52f48dc1aedb7cfa2f64f5afb598372c125f.jpg,,"Visual Representation of Reported Injuries — anatomical chart marking, in red, the reported injury locations across the front and back torso, the neck, the internal chest, and two views of the brain.",ck-4sq-side,no,CK_AUTHOR_CREDIT,"The map of the main theories &mdash; foreign intelligence, agency scope, device hypotheses &mdash; each linked to its own claim page. Read it as a routing table, not an endorsement."
/Narrative/Shot_in_the_heart,site/docs/Narrative/Shot_in_the_heart.mdx,mdx,3,Narrative,Narrative,no,Shot in the Heart — Early Claims vs. What Video Shows,Shot in the Heart,"Catalog of X posts, TV-witness clips, and online discussion claiming Charlie Kirk was shot in the heart or chest on September 10, 2025 — contrasted with the lack of a visible chest bullet hole or chest blood, and with later neck-wound reporting. All claims attributed; no wrongdoing asserted.",none,,,,none,no,CK_AUTHOR_CREDIT,"A catalogue of the posts, TV clips and threads claiming Charlie was shot in the heart or chest, set against the absence of any visible chest wound. The pattern is real even when every individual claim is soft."
/Narrative/overview,site/docs/Narrative/overview.mdx,mdx,2,Narrative,,yes,Narrative,Narrative,"How the story of the Charlie Kirk shooting was framed in real time — the 'shot to the heart' description, the wrong-guy and confession framings, media amplification, and the questions researchers raise about narratives that appeared and then receded.",image,/img/evidence/f78f3a3ede1a3bbfda3cfd42d80f52f48dc1aedb7cfa2f64f5afb598372c125f.jpg,,"Visual Representation of Reported Injuries — anatomical chart marking, in red, the reported injury locations across the front and back torso, the neck, the internal chest, and two views of the brain.",ck-4sq-side,no,CK_AUTHOR_CREDIT,How the story was framed in the first hours &mdash; the descriptions that spread instantly and the ones that quietly went away. The section asks why a wound description can be everywhere on television and nowhere in the footage.
/Mic/AES,site/docs/Mic/AES.mdx,mdx,3,Mic,Mic_Overview,no,AES — Accurate Energetic Systems (Company Profile),AES — The Company,Accurate Energetic Systems (AES) is a Tennessee explosives manufacturer. A paralegal who says she has done DoD procurements pulled AES's federal contracts from USASpending.gov and flagged one for miniature anti-personnel demolition charges.,image,/img/evidence/e2efb55230be9ff19e9914eced77d5433d4d3fb7cafc0f086101609a4cf03b12.jpg,QmTtc9Z8YHqRnDVHxaR93Qaah76xxfPSLSzkDpPPz4nUh6,This image is a digital screenshot of a business profile page containing official registration details for a company named &quot;FIREBIRD ALARM SYSTEMS INC.&quot; retrieved from an Arizona…,ck-4sq-side,no,CK_AUTHOR_CREDIT,"A Tennessee explosives maker whose federal contract list reportedly includes miniature XS demolition devices, anti-personnel. A paralegal pulled it from USASpending.gov; the plant was destroyed about a month after September 10."
/Mic/AV_Team_Mic_Setup,site/docs/Mic/AV_Team_Mic_Setup.mdx,mdx,3,Mic,Mic_Overview,no,AV Team and Mic Setup,AV Team & Mic Setup,"Documents Phillip Goldsberry Jr.'s under-shirt mic placement, Michael Olbert's equipment role, and Terryl Farnsworth's timeline — attributed reporting, no wrongdoing alleged.",image,/img/evidence/ab17a51b612ad418ef50919fd39954ddad8c5c2f39cc52b9cc8955589f26e9b7.jpg,QmcVceT1cTd6s1c9SEGoekDBMzZPPHBnwZ4KaVSg2cB3NG,"This eye-level, medium-wide indoor shot shows an overturned black metal-framed office chair lying on its side on a patterned carpet floor.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Who placed the microphone, who owned the equipment, and how early the word &quot;dead&quot; entered the timeline. Attributed reporting about named living people; no wrongdoing is alleged."
/Mic/Canon_XA55_Audio,site/docs/Mic/Canon_XA55_Audio.mdx,mdx,3,Mic,Mic_Overview,no,Canon XA55 Audio — Three Booms and Stage Detonation,Canon XA55 Audio,"Professional broadcast camera audio at UVU separated a ~120m muzzle blast from a louder stage detonation ~46m at the tent — two events, two locations.",image,/img/evidence/a052283ce340e75f222537e346c116ac0c80d702597b09cb283dc8a5646c3943.jpg,QmYCEha6tY3x1L14z1Tn4s6aCc9w1bBsbVSzY9476GmP1b,"This image is an overhead, bird's-eye satellite map view of a university or institutional building complex with an outdoor courtyard plaza.",ck-4sq-side,no,CK_AUTHOR_CREDIT,"Professional four-channel audio recorded about forty-six meters from the tent. Researchers say it separates a distant blast from a much louder event at the stage &mdash; two sounds, two places."
/Mic/Chest_Shot_Witnesses,site/docs/Mic/Chest_Shot_Witnesses.mdx,mdx,3,Mic,Mic_Overview,no,Chest-Shot Witnesses — Planned Narrative?,Chest-Shot Witnesses,Documents witnesses who immediately told media Charlie was shot in the chest — descriptions Candace Owens argues never matched the visible neck wound.,image,/img/evidence/d7da1c1a63da01f671366ad902eae0babfeb93ed48baecf759d5d7b4db96fcfb.jpg,QmR6JzmorD6Zw6EqxGwVzTNii9qbfYNkVjzCbN9PgMDALg,"This image is a digital screenshot of a document, likely a Google Doc, displaying a chronological list of events planned or noted for mid-2025.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,Several witnesses told reporters within minutes that Charlie Kirk was shot in the chest. Candace Owens argues those descriptions never matched the visible neck wound.
/Mic/Demo_of_shape_charge,site/docs/Mic/Demo_of_shape_charge.mdx,mdx,3,Mic,Mic_Overview,no,Demonstration of a Shaped Charge,Demonstration of Shape Charge,"A video demonstration of a real shaped charge detonating — circulated by skeptics who argue the large smoke cloud it produces was absent at the Charlie Kirk event, undercutting the exploding-mic theory.",image,/img/evidence/07805ee4cc6136e0e841e58ce28746169cab3b98f972ee1bd7a99e3c76327366.webp,Qme8vbcqAqmkaVtZmbr1HcUXhumEfPC6hnTzBVNT9ygCkv,"This is a medium close-up shot of an elderly, bald man wearing a blue button-down shirt and wire-rimmed glasses, who appears to have his hands detained behind his back.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,Skeptics of the exploding-mic theory put this clip up themselves: a real shaped charge detonating into a large smoke cloud that is absent from the event footage. Proponents answer that a micro-charge is not a breaching charge.
/Mic/DoD_Contract,site/docs/Mic/DoD_Contract.mdx,mdx,3,Mic,Mic_Overview,no,The DoD Contract — Miniaturized-XS Anti-Personnel Charges,The DoD Contract,"A paralegal who says she has done DoD procurements flagged an Accurate Energetic Systems contract on USASpending.gov for miniaturized anti-personnel demolition charges — $440,494, signed April 2025 — and listed several procurement anomalies.",image,/img/evidence/fcab2120f05ad3186055e61c5d0dd084c20fabfb73007fbf38a1c083d74225d2.jpg,QmWn3iA7kBPZ9ge8V6M37f9FgUBbGKkGEa4fbR3jdrTYMA,This image captures an outdoor scene on a city sidewalk where several police officers are gathered around what appears to be an active investigation or scene response.,ck-4sq-side,no,CK_AUTHOR_CREDIT,"A paralegal who says she handles defense procurements walked through a USASpending contract for miniaturized anti-personnel charges. Its delivery deadline is August 25, 2025 &mdash; the same day the <a href=""/Amfest/august-25-flyer"">AmFest flyer</a> dropped."
/Mic/Investigation_Index,site/docs/Mic/Investigation_Index.mdx,mdx,3,Mic,Mic_Overview,no,Mic Investigation Index,Investigation Index,"Working memo mapping the exploding-mic theory — video analysis, Canon XA55 audio, RODE hardware, AES procurement, SUV fragments, AV team, and competing pendant theory.",none,,,,none,no,CK_AUTHOR_CREDIT,"The working map of the whole exploding-mic thread &mdash; video analysis, <a href=""/Mic/Canon_XA55_Audio"">audio</a>, RØDE hardware, AES procurement, SUV fragments and the competing pendant theory."
/Mic/Mic_vs_Pendant,site/docs/Mic/Mic_vs_Pendant.mdx,mdx,3,Mic,Mic_Overview,no,Mic vs Pendant — Competing Internal-Device Theories,Mic vs Pendant,"Compares the exploding lapel-mic theory and the shaped-charge crucifix pendant theory — anchoring physics, wound direction, and veteran analysis.",image,/img/evidence/9a32cdfb779f73adc5e44a5f6a27c88513c717ede0e0ad425d591f9c789aa77c.jpg,Qmb9nGF2DW6fJky61z8DwyLyioA34Ctxbcf2JUNKXZYq29,This is a digital 3D CAD (Computer-Aided Design) rendering of an electronic device's internal chassis and housing.,ck-4sq-side,no,CK_AUTHOR_CREDIT,"Two internal-device theories that cannot both be right: the lapel transmitter, or a shaped charge in the crucifix. The argument turns on anchoring, wound direction and veteran analysis."
/Mic/Stew_Peters_Broke_AES_Mic,site/docs/Mic/Stew_Peters_Broke_AES_Mic.mdx,mdx,3,Mic,Mic_Overview,no,Stew Peters — Broke the AES / Exploding-Mic Connection,Stew Peters — Broke the AES / Mic Story,"Stew Peters states that he broke the exploding-mic theory and tied it to a ~$440k DoD order to Accurate Energetic Systems, the AES factory explosion, Pete…",image,/img/evidence/ae929fd2aba04677c4e28e5330f1d44943edc90c5b8520ac7601c41474887162.webp,QmXkEaVG93sdDQpeAdzgY16HcU6DMpLC21nnuH5YSWMdLJ,This image is a portrait-orientation digital screenshot of a mobile phone screen displaying a post on the social media platform X (formerly Twitter).,ck-4sq-side,no,CK_AUTHOR_CREDIT,"Stew Peters states that he was the one who tied the exploding-mic theory to the AES defense order, two weeks before the plant blew up. The page records his claim and asks readers to help check the dates."
/Mic/Table_Jumpers_Device,site/docs/Mic/Table_Jumpers_Device.mdx,mdx,3,Mic,Mic_Overview,no,Table Jumpers and the Missing Mic Device,Table Jumpers & Device,"Documents claims that people rushed the stage after the shot — grabbing a device, possibly the exploded or intact lavalier transmitter.",image,/img/evidence/94685ce8e8b9026322a88789196fb28ba926a6c90e5d749a79bc0ab5216462f6.jpg,QmTEKMHLFY3nWzC2Q6mz6oRuPPeMfgxorxciu3uQeidXYU,This image is a vertical screenshot of a mobile device displaying a business information lookup page for an entity registered in Arizona.,ck-4sq-side,no,CK_AUTHOR_CREDIT,"People reached the stage within seconds of the shot, and claims persist that a device left with one of them. If the lavalier transmitter was removed there, the chain of custody breaks at second one."
/Mic/aes-explosion-factory,site/docs/Mic/aes-explosion-factory.mdx,mdx,3,Mic,Mic_Overview,no,AES — Accurate Energetic Systems Factory Explosion,AES — Accurate Energetic Systems Factory Explosion,"Accurate Energetic Systems (AES) is a Tennessee-based manufacturer of military-grade explosive devices and energetic materials. On October 10, 2025 —…",image,/img/evidence/f369490336e1d411d3cbc1f9a1c95b16785f8202ce10a882966f8f8473fe1edb.jpg,QmXjPYH3SmafhJDG1N1aqPTqQrLXdyRLX6KgFE8oWKUYN1,This is a digital screenshot of a webpage from USAspending.gov displaying a &quot;Contract Summary&quot; award profile.,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Building 602 in McEwen, Tennessee went up on October 10, 2025 with roughly 24,000 pounds of material inside, and sixteen workers were killed. It happened a month after the killing and weeks after researchers named the plant."
/Mic/aes-heber-nashville-flight,site/docs/Mic/aes-heber-nashville-flight.mdx,mdx,3,Mic,Mic_Overview,no,"AES — The Heber City → Nashville Flight (Aug 25, 2025)",AES — Heber/Nashville Flight,"The August 25, 2025 private flight from Heber City, Utah to Nashville (closest airport to the AES factory) on the exact AES contract delivery date — presented as attributed questions, not findings.",image,/img/evidence/91ad6e2fd11c0d70de97b00d985e9f524e6fdd9b5ff9e20062cf18bedccd2326.jpg,QmNVAZyFtq9572S9kSvcpd5LrnwKsAFzMFuh9rWcZTCabY,This image is a digital screenshot showing a tabular list of flight data or travel logs arranged in chronological descending order.,ck-4sq-side,no,CK_AUTHOR_CREDIT,"On the contract&apos;s delivery date a private aircraft flew Heber City to the airport nearest the AES plant, and logged no return leg. The flight and the contract are verifiable; the inference that they connect is a theory."
/Mic/burnt-object-rode-transmitter,site/docs/Mic/burnt-object-rode-transmitter.mdx,mdx,3,Mic,Mic_Overview,no,Burnt Object in the SUV — RØDE Transmitter Claim,Burnt Object — Transmitter?,"Project Constitution claims the burnt object in Charlie Kirk's SUV contains a melted audio jack and a battery-label fragment from the RØDE wireless mic transmitter — the images, the reasoning, and the problems with it.",image,/img/evidence/688b2ce7469cb8100edfc24d233a14398ffcd6d8f4c7e934c20de1ec4c0d07a3.jpg,QmSN1swZcxXUKBi5tQQwMmp2VNK4TVnGg4gxU1chW2bL9x,"Annotated image labelled 'Female Audio Jack?' with red arrows pointing to a circled dark area of the burnt object, next to a product image of a RØDE Wireless ME TX transmitter",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Project Constitution argues the burnt object in the SUV holds a melted audio jack and a battery-label fragment from the RØDE transmitter. The images, the reasoning and the problems with all of it, set out together."
/Mic/exploding-earpiece-iem,site/docs/Mic/exploding-earpiece-iem.mdx,mdx,3,Mic,Mic_Overview,no,Exploding Earpiece (IEM) — Alternate Internal-Device Theory,Exploding Earpiece (IEM),"Attributed citizen theory that a tiny low-flash charge in Charlie Kirk's in-ear monitor (IEM), not the lapel RØDE pack, delivered fatal energy via the ear canal — wire whip, PA path, RF initiation claims. Unverified.",none,,,,none,no,H2_INTERESTING,"The fork that moves the device off the chest and into the ear canal &mdash; low-flash fill, wire whip, an RF or voltage trigger. It answers the smoke objection at the cost of needing an entirely different custody list."
/Mic/exploding-pendant-shaped-charge,site/docs/Mic/exploding-pendant-shaped-charge.mdx,mdx,3,Mic,Mic_Overview,no,The Exploding Pendant — Shaped-Charge Crucifix Theory,Exploding Pendant — Shaped Charge,A former USMC explosive breacher argues that a microscopic cone-shaped charge concealed in Charlie Kirk's crucifix pendant — anchored by the silver chain — could…,image,/img/evidence/49eaf1853a58ce9d5132416d6614b2eaf675364408c0e05103bccfaaac7d3bc0.jpg,Qmdbmh7Yk5ayQR2cR1RdsRZLGpHTnkwkiNDHPBjJJLvNqA,cletus_jethro thread: USMC explosive breacher background statement,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"A former Marine breacher argues the charge sat in the crucifix pendant rather than the microphone &mdash; same effects, different object. Presented as that author&apos;s analysis and set against <a href=""/Mic/overview"">the mic version</a>."
/Mic/explosive-residue,site/docs/Mic/explosive-residue.mdx,mdx,3,Mic,Mic_Overview,no,"Explosive Residue — Transfer, Trapping and Recovery from Fabric",Explosive Residue,"Post-blast residue transfers to clothing and car carpet and stays recoverable — one HPLC study pulled RDX at 3–4 μg/g from nylon and cotton. Why the fabric at UVU was testable, and what was never tested. Attributed claims, not findings of fact.",image,/img/evidence/74f84d944984ef9a000a5d21b07db193c29d22d3e950504806401e09e6838725.jpg,,"Infographic titled Likelihood of Explosive Residue Transfer and Detectability on Synthetic Fibers, with three panels: Transfer (High), Trapping in Fibers (High), and Testability / Recovery (Medium-High)",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Post-blast residue is not fragile trace evidence that vanishes in an afternoon. It transfers readily, lodges in synthetic fibre, and comes back out under solvent extraction &mdash; which makes clothing and soil testable objects, not lost ones."
/Mic/get-that-off-of-him-911-call,site/docs/Mic/get-that-off-of-him-911-call.mdx,mdx,3,Mic,Mic_Overview,no,"\""Get That Off Of Him\"" — Alleged 911 Call Audio Tip","\""Get That Off Of Him\"" 911 Call","Candace Owens reportedly aired an audio tip from an alleged 911 call by Charlie Kirk's security team saying 'get that off of him' — unverified, but relevant to whether a device was removed before the hospital.",none,,,,none,no,CK_AUTHOR_CREDIT,A line reportedly caught on a 911 call from the vehicle: &quot;get that off of him.&quot; The clip is unverified and the poster does not say what &quot;that&quot; was &mdash; which is exactly why it keeps circulating.
/Mic/high-explosive,site/docs/Mic/high-explosive.mdx,mdx,3,Mic,Mic_Overview,no,"High Explosive — RDX, PETN and TNT-Class Compounds",High Explosive,"What a military high explosive is, why RDX, PETN and TNT-related compounds keep appearing in the exploding-mic thread, and what a charge that small would and would not leave behind. Attributed claims, not findings of fact.",image,/img/evidence/7d049215577e70a49c4de015fa481f3817ce482a8da88894bf4f42b2e6a4edfb.jpg,,"Photograph of several men carrying Charlie Kirk toward a vehicle in the moments after the September 10, 2025 shooting at Utah Valley University",ck-4sq-side,no,CK_AUTHOR_CREDIT,"What a military high explosive actually is, and why RDX, PETN and TNT-class compounds keep surfacing in this thread. Crucially, what a charge that small would and would not leave behind on fabric and skin."
/Mic/lipo-battery-short-charge,site/docs/Mic/lipo-battery-short-charge.mdx,mdx,3,Mic,Mic_Overview,no,LiPO Short Charge / Battery Runaway — Non-PETN Mic Failure,LiPO Short / Battery Runaway,Attributed theory that Charlie Kirk's RØDE wireless pack failed via lithium-polymer thermal runaway or internal short — battery and PCB fragments as projectiles — distinct from a military PETN micro-charge. Unverified.,none,,,,none,no,H2_INTERESTING,"Not every exploding-mic post means military fill. This fork argues the transmitter&apos;s own lithium-polymer cell went into thermal runaway &mdash; a different failure, and a completely different list of things a lab would look for."
/Mic/mic-explosion-video-analysis,site/docs/Mic/mic-explosion-video-analysis.mdx,mdx,3,Mic,Mic_Overview,no,Mic Explosion — Video Frame Analysis,Mic Explosion — Video Frame Analysis,"Independent video analysts, including Jon Bray (@jonaaronbray), argue that Charlie Kirk was not killed by the alleged .30-06 rifle shot fired by Tyler…",image,/img/evidence/ced227668351e335438a71aa55c75fafc05c342bafd8bf5d22866d8caa07debd.jpg,QmWzmkLF2poDP25yzwVZa8NYLEE6ipEGjHfTHR2gMgPQYR,This image is a digital screenshot of a post on the social media platform X (formerly Twitter) by the user &quot;Coyote of Wallstreet.&quot; The post features a block of text discussing an…,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Two independent cameras, one running 60 frames a second, are read as showing shirt fabric expanding outward before any wound appears. Analysts also track a small black object leaving the neck area."
/Mic/overview,site/docs/Mic/overview.mdx,mdx,2,Mic,,yes,Microphone — The Exploding Mic Theory,Mic — Exploding Mic Theory,"Hub for the exploding-mic theory — video and Canon XA55 audio, RODE hardware, AES procurement, SUV fragments, AV team, veteran testimony, and pendant comparison.",image,/img/evidence/448e0dcff9d651cf49fde26393fc69cc065a2a53837c073af68e5c7dd0ec833f.jpg,QmedrrPge7Bj8vUN6xxq1Zfz1CgwuY6xGAtWFFbU4tmg4R,Annotated diagram illustrating the claimed LiPO battery and PCB path from the mic transmitter,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"The lavalier clipped to his shirt may have concealed a small explosive &mdash; the leading conclusion among citizen investigators, and the thread that runs through video, audio, procurement, and post-event debris."
/Mic/rob-oneill-navy-seal-testimony,site/docs/Mic/rob-oneill-navy-seal-testimony.mdx,mdx,3,Mic,Mic_Overview,no,Osama bin Laden Killer — Navy SEAL Testimony,Osama bin Laden Killer — Navy SEAL Testimony,Two elite military veterans with firsthand combat experience reviewed the Charlie Kirk assassination footage on NEWSMAX and stated independently: something…,image,/img/evidence/094e2f88c480386133a87a76b1342a3f77906b4c47afc80641e4a8e4a63e9915.jpg,QmP3QMMCrAeAYE9da2ugxYaHSLbaiAhe2icToLNVz2BuQD,"This is a digital image featuring a graphic presentation with a light olive-green background, compiled to highlight military connections of certain Christian figures.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"The SEAL who shot Osama bin Laden and a brigadier general reviewed the footage on NEWSMAX and said independently that something exploded on him. Eyeball judgement rather than lab work, but not anonymous."
/Mic/rode-wireless-mic,site/docs/Mic/rode-wireless-mic.mdx,mdx,3,Mic,Mic_Overview,no,RØDE Wireless PRO — The Microphone on Kirk's Shirt,RØDE Wireless PRO — The Microphone on Kirk's Shirt,"The RØDE Wireless PRO lavalier microphone system was the device clipped to Charlie Kirk's shirt at the September 10, 2025 Utah Valley University event…",image,/img/evidence/54ae6e0382601cd1432f797f7a81185f09b9acdcf80eb55a6b8d6ed2eb81dadc.jpg,QmXNgGDv3QC67x5zs4Zdh7LiytjTGB7DyHCgSQFVHJowSS,"A close-up, slightly low-angle selfie video still featuring a light-skinned, blonde-haired man in his late 30s speaking directly to the camera outdoors.",ck-4sq-side,no,CK_AUTHOR_CREDIT,"The RØDE Wireless PRO on Kirk&apos;s shirt: what the hardware actually is, how it mounts, and how large the transmitter body is. Every device theory on this site has to fit inside those dimensions."
