vkey	basename	media_path	media_present	size	mtime	audio_path	transcription_path	transcription_source	ai_description_path	ocr_path	manifest_cid	manifest_pinned	source_url	source_author	added_date	manifest_description	source_platform	origin	mirror_dir	title_hint
mirror/CIA/Full_Video_Variations/Full_Drone_2025_Oct_27_4_56am	Full_Drone_2025_Oct_27_4_56am.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Full_Video_Variations/Full_Drone_2025_Oct_27_4_56am.mp4	video	273900575	1783643459		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Full_Video_Variations/Full_Drone_2025_Oct_27_4_56am.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Full_Video_Variations/Full_Drone_2025_Oct_27_4_56am.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Full_Video_Variations/Full_Drone_2025_Oct_27_4_56am.mp4.ocr							local	mirror	CIA/Full_Video_Variations	
mirror/CIA/Old Video/FINAL_CIA_Drones	FINAL_CIA_Drones.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/FINAL_CIA_Drones.mp4	video	79825318	1783643042		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/FINAL_CIA_Drones.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/FINAL_CIA_Drones.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/FINAL_CIA_Drones.mp4.ocr							local	mirror	CIA/Old Video	
mirror/CIA/Old Video/Original_Fixed_High_Q	Original_Fixed_High_Q.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Original_Fixed_High_Q.mp4	video	168499101	1783643396		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Original_Fixed_High_Q.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Original_Fixed_High_Q.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Original_Fixed_High_Q.mp4.ocr							local	mirror	CIA/Old Video	
mirror/CIA/Old Video/Video LADY.cmproj/media/1760995724.250481/Jesse_ON_FIRE	Jesse_ON_FIRE.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Video LADY.cmproj/media/1760995724.250481/Jesse_ON_FIRE.mp4	video	173579279	1760991179		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Video LADY.cmproj/media/1760995724.250481/Jesse_ON_FIRE.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Video LADY.cmproj/media/1760995724.250481/Jesse_ON_FIRE.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Old Video/Video LADY.cmproj/media/1760995724.250481/Jesse_ON_FIRE.mp4.ocr							local	mirror	CIA/Old Video/Video LADY.cmproj/media/1760995724.250481	
mirror/CIA/Other/Jesse_ON_FIRE	Jesse_ON_FIRE.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE.mp4	video	173579279	1760991179		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE.mp4.ocr							local	mirror	CIA/Other	
mirror/CIA/Other/Jesse_ON_FIRE copy	Jesse_ON_FIRE copy.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy.mp4	video	173579279	1760991179		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy.mp4.ocr							local	mirror	CIA/Other	
mirror/CIA/Other/Jesse_ON_FIRE copy 2	Jesse_ON_FIRE copy 2.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy 2.mp4	video	173579279	1760991179		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy 2.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy 2.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Jesse_ON_FIRE copy 2.mp4.ocr							local	mirror	CIA/Other	
mirror/CIA/Other/Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000]	Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000].mp4	video	5053782	1760825764		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/Other/Project Constitution - 🚨ICYMI： This CIA-linked program hiding in plain sight at Utah State C... [1979657287435264000].mp4.ocr							local	mirror	CIA/Other	
mirror/CIA/v3 New CIA Video	v3 New CIA Video.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/CIA/v3 New CIA Video.mp4	video	224197358	1783644078		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/v3 New CIA Video.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/v3 New CIA Video.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/CIA/v3 New CIA Video.mp4.ocr							local	mirror	CIA	
mirror/Censorship/Censorship	Censorship.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Censorship.mp4	video	13140338	1760895461		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Censorship.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Censorship.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Censorship.mp4.ocr							local	mirror	Censorship	
mirror/Censorship/David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216]	David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216].mp4	video	25843742	1761587972		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/David Nino Rodriguez - This man, Ryne Simmons, says he witnessed Charlie Kirk’s assassinatio... [1982164740559241216].mp4.ocr							local	mirror	Censorship	
mirror/Censorship/Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264]	Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264].mp4	video	8632889	1761699034		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Jammles - @ShadowofEzra He says that photos and videos are being deleted from h... [1982156179494027264].mp4.ocr							local	mirror	Censorship	
mirror/Censorship/Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561]	Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561].mp4	video	40178092	1765023648		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Project Constitution - 🚨ALERT： They're Banning THOUSANDS of Us for Simply LIKING, REPLYING o... [1997135100006338561].mp4.ocr							local	mirror	Censorship	
mirror/Censorship/Ryan_1	Ryan_1.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_1.mp4	video	45895242	1761699007		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_1.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_1.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_1.mp4.ocr							local	mirror	Censorship	
mirror/Censorship/Ryan_2	Ryan_2.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_2.mp4	video	75262897	1761699022		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_2.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_2.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryan_2.mp4.ocr							local	mirror	Censorship	
mirror/Censorship/Ryne_Simmons	Ryne_Simmons.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryne_Simmons.mp4	video	22720591	1761512460		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryne_Simmons.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryne_Simmons.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Censorship/Ryne_Simmons.mp4.ocr							local	mirror	Censorship	
mirror/Charlie_Kirk/Erika_Kirk/Erika_Evil_Doors	Erika_Evil_Doors.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Erika_Kirk/Erika_Evil_Doors.mp4	video	49689936	1769041977		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Erika_Kirk/Erika_Evil_Doors.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Erika_Kirk/Erika_Evil_Doors.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Erika_Kirk/Erika_Evil_Doors.mp4.ocr							local	mirror	Charlie_Kirk/Erika_Kirk	
mirror/Charlie_Kirk/Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585]	Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585].mp4	video	137218154	1760825879		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Ian - CHARLIE KIRK PRESSURED THE TRUMP ADMIN REGARDING EPSTEIN 2 MONTHS BEF... [1979640363716419585].mp4.ocr							local	mirror	Charlie_Kirk	
mirror/Charlie_Kirk/Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448]	Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448].mp4	video	3942956	1760226309		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Charlie_Kirk/Project Constitution - 🚨 EXCLUSIVE： BRAND-NEW HD FOOTAGE FROM FIRST ROW OF CHARLIE KIRK SHOO... [1977138390123368448].mp4.ocr							local	mirror	Charlie_Kirk	
mirror/Comedy/Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656]	Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Comedy/Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656].mp4	video	11884998	1760378320		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Comedy/Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Comedy/Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Comedy/Noah’s Ark 🚢 - This actually happened, and people seemed to fall for it. [1977568933885382656].mp4.ocr							local	mirror	Comedy	
mirror/Court/Charlies_Parents/Ryan_1	Ryan_1.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_1.mp4	video	95039799	1783643847		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_1.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_1.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_1.mp4.ocr							local	mirror	Court/Charlies_Parents	
mirror/Court/Charlies_Parents/Ryan_2	Ryan_2.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_2.mp4	video	95702241	1783643906		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_2.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_2.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Charlies_Parents/Ryan_2.mp4.ocr							local	mirror	Court/Charlies_Parents	
mirror/Court/Mirandize/NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864]	NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Court/Mirandize/NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864].mp4	video	3400976	1776296910		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Mirandize/NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Mirandize/NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Court/Mirandize/NerdPolitic23 - @BopItTwistItBob @f1dlerontheroof @HolonCitizen [2044556134313508864].mp4.ocr							local	mirror	Court/Mirandize	
mirror/Cover_Up/Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624]	Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624].mp4	video	102420156	1765193433		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨ALERT： This Is The MOST INSANE Charlie Kirk ASSASSINATION STORY YOU’... [1997983472086810624].mp4.ocr							local	mirror	Cover_Up	
mirror/Cover_Up/Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105]	Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105].mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105].mp4	video	9662248	1767354719		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105].mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105].mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Cover_Up/Project Constitution - 🚨EXPOSED： FBI Ordered Local Police Not to INTERVIEW Witnesses In Char... [1971655771524911105].mp4.ocr							local	mirror	Cover_Up	
mirror/Dietrich_Bonhoeffer/Charlie_Bonhoeffer	Charlie_Bonhoeffer.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Charlie_Bonhoeffer.mp4	video	259800018	1765650100		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Charlie_Bonhoeffer.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Charlie_Bonhoeffer.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Charlie_Bonhoeffer.mp4.ocr							local	mirror	Dietrich_Bonhoeffer	
mirror/Dietrich_Bonhoeffer/Did He Know Charlie Kirk Predicts His Own Ending!	Did He Know Charlie Kirk Predicts His Own Ending!.mp4	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know Charlie Kirk Predicts His Own Ending!.mp4	video	29632494	1765643904		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know Charlie Kirk Predicts His Own Ending!.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know Charlie Kirk Predicts His Own Ending!.mp4.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know Charlie Kirk Predicts His Own Ending!.mp4.ocr							local	mirror	Dietrich_Bonhoeffer	
mirror/Dietrich_Bonhoeffer/Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w]	Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w].webm	/Users/bryan/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w].webm	video	29675564	1765643514		/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w].webm.transcription	video	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w].webm.ai_description	/Users/bryan/BGit/Bryan_git/personal_large_files_bridge/_Mirror/Politics/Charlie_Kirk_Mi/Dietrich_Bonhoeffer/Did He Know？ Charlie Kirk Predicts His Own Ending! [N9phYmyKE9w].webm.ocr							local	mirror	Dietrich_Bonhoeffer	
